focus_type,Odur,Vdur,Cdur,Rdur,Sylldur,Wdur,O1Hexc,Fallexc,Nucleusfallexc,H_N2exc,pd,Pd_rime,Falldur,Risedur,Hf0_Ef0,L1_Hexc,O1f0_Ef0,L1f0_Ef0,L2f0_Ef0,Risesp,Fallsp
bro,0.22015275,0.126714719,-0.1812554,0.007527552,0.080389802,662,-0.124450027,0.031623653,0.041706374,0.059305164,-0.330301742,0.365168539,0.295792721,-0.322881814,-0.134762874,-0.086831169,-0.010312848,-0.047931706,-0.166386528,0.268925548,0.106911534
bro,0.157421908,-0.140642071,0.231782152,-0.007097733,0.046464487,598,0.027112415,0.070429557,-0.067722597,0.021344963,0.569899368,0.720930233,-0.080793054,0.532168097,-0.185546202,-0.038376454,-0.212658617,-0.147169748,-0.25597576,-0.072113406,-0.871727874
bro,-0.017854323,-0.10391144,0.190156563,0.016554158,0.003308786,678,-0.006465951,0.00606906,-0.000585391,-0.016724827,0.198260108,0.843930636,-0.024605943,0.15959526,0.069429088,-0.021173359,0.075895039,0.090602446,0.063360028,-0.132669094,-0.246650166
bro,0.584011489,0.240055399,-0.157877067,0.064242536,0.270976084,820,-0.029097429,0.068303757,0.01920991,0.068830564,0.013084776,0.83,0.106696173,-0.012482089,0.043084872,0.033426496,0.072182301,0.009658376,-0.025218885,-2.677956806,0.640170637
bro,0.870371868,0.441114976,0.058450681,0.276386926,0.517466875,877,-0.063028137,-0.031540333,0.065355952,-0.019856107,0.116686487,0.851405622,0.100267781,-0.046779829,-0.029000618,-0.059251482,0.034027518,0.030250863,0.002539715,1.266603221,-0.314560994
bro,-0.08506399,-0.0384526,0.198853076,0.038378762,-0.004848208,563,0.047953548,-0.054952181,0.007938191,-0.085707719,0.070572287,0.851674641,-0.176348273,0.086672437,0.814370822,0.044740974,0.766417274,0.769629848,0.869323003,0.516207636,0.311611677
bro,-0.185294361,-0.176339749,0.070880762,-0.086333257,-0.129250117,633,0.013731313,0.086090032,-0.003422834,-0.007016881,0.12390013,1.391025641,-0.052947985,-0.163831498,0.401051559,-0.019597118,0.387320246,0.420648677,0.314961527,0.119617526,-1.625935936
bro,-0.14914634,-0.184014747,0.271509164,0.010806823,-0.050533249,660,0.046211409,0.226424823,-0.00952235,0.071310538,-0.029969268,0.670103093,0.608881646,0.01000831,-0.010816277,0.009630374,-0.057027686,-0.02044665,-0.2372411,0.962237724,0.371870009
bro,0.200388792,-0.142107477,0.075973095,-0.063673704,0.030598207,650,-0.001888681,0.038095369,-0.011184056,0.019141893,-0.02321551,0.817204301,0.163642581,0.05255588,0.187034183,0.018905594,0.188922864,0.16812859,0.148938814,0.359723665,0.23279619
bro,0.150837883,-0.272079464,0.066716927,-0.141485444,-0.020115042,622,0.083177984,0.006681481,-0.02553186,-0.019028384,0.039020453,1.012820513,-0.114674381,-0.304099226,0.332638973,0.004171157,0.249460989,0.328467815,0.325957492,-0.013716435,-0.058264806
bro,-0.043994418,-0.127028207,-0.054867798,-0.097451529,-0.078475452,697,-0.003110786,-0.15630254,-0.016866465,-0.052891345,-0.014109398,0.994475138,-0.258561885,0.06927636,0.363792596,-0.009910543,0.366903382,0.373703139,0.520095136,-0.143058075,0.604507271
bro,0.055330424,0.043158776,-0.157955779,-0.042989703,0.002351506,681,-0.026641604,0.033201075,-0.058714543,-0.123503043,0.016547685,0.524324324,0.247120648,-0.012017561,-0.133315506,-0.044877781,-0.106673903,-0.088437725,-0.166516581,3.734350084,0.134351682
bro,-0.606113007,-0.13093682,-0.11180593,-0.124750874,-0.281462985,496,-0.123597675,-0.098443184,-0.031984506,-0.094666387,-0.064238278,0.602484472,0.028303834,-0.582878339,0.496506341,-0.051031172,0.620104017,0.547537513,0.594949525,0.087550297,-3.47808659
bro,-0.294828305,0.241428894,-0.377046788,-0.058856943,-0.157268922,699,-0.041398473,0.254193141,-0.060647947,-0.095214032,-0.131871322,0.747191011,0.114938962,-0.101203155,-0.10185412,0.043281771,-0.060455647,-0.145135891,-0.356047261,-0.427672154,2.211548963
bro,-0.291924146,-0.100370343,-0.15306041,-0.120042798,-0.175719815,610,-0.123568562,-0.013174209,-0.059808819,-0.08450328,0.105361482,1.169934641,0.198127737,0.084797544,0.362641409,-0.027353817,0.486209971,0.389995226,0.375815618,-0.322577938,-0.06649351
bro,0.606094508,0.156962074,0.123400908,0.144733065,0.298122046,777,-0.198108255,0.06296028,0.020494132,-0.01008682,0.089683794,0.833333333,0.295914314,0.02524453,0.018531641,0.001769173,0.216639896,0.016762468,-0.044428639,0.070081422,0.212765239
bro,0.08927315,-0.09256499,0.033333943,-0.047007144,0.005961247,684,-0.041284195,-0.077467449,-0.055483366,-0.058020256,-0.146416811,0.558139535,0.036953978,-0.010855013,-0.099832916,-0.027062576,-0.058548721,-0.07277034,-0.022365467,2.493094662,-2.096322296
bro,-0.415087623,-0.35564875,0.435481355,-0.052410478,-0.177015769,718,-0.078976068,-0.036510088,0.00525846,-0.080750593,0.014800256,0.870056497,0.112136016,0.118202577,-0.036993763,-0.052988736,0.041982305,0.015994973,-0.000483675,-0.44828749,-0.325587527
bro,0.249347459,0.093917481,-0.065563584,0.030554927,0.114381867,679.5,-0.009645081,-0.045263722,0.042440107,0.04717427,-0.451964346,0.329192547,0.179648476,0.034831976,-0.221348887,-0.031647833,-0.211703806,-0.189701053,-0.176085165,-0.908585645,-0.251957171
cor,0.578446638,-0.09054397,0.177853933,0.022911018,0.226983431,793,0.093081483,0.045097641,-0.032129533,-0.037490131,0.196264424,1.049450549,0.128011112,-0.100128793,0.067788668,0.018247346,-0.025292815,0.049541322,0.022691027,-0.182238753,0.352294736
cor,0.329772377,0.22687246,-0.498152259,-0.054574755,0.076636193,643,-0.038816947,0.122745582,0.077545229,0.046640585,-0.14245241,0.508982036,0.155884923,0.071256676,-0.105039717,-0.023403159,-0.066222771,-0.081636558,-0.227785299,-0.328434616,0.787411505
cor,0.252969873,0.514635913,-0.548045646,0.136451936,0.174836137,615,-0.00090418,-0.115715852,0.04691163,0.031544853,0.253824355,0.319796954,-0.217325271,-0.018625883,0.455321374,-0.063040537,0.456225555,0.518361911,0.571037226,3.384566302,0.532454654
cor,0.205712856,0.334464948,-0.443698648,0.016554158,0.089938826,649,-0.002551072,-0.078929843,-0.010099476,-0.104666318,-0.053455797,0.664739884,-0.016403962,-0.026340965,-0.101244376,-0.019879032,-0.098693304,-0.081365344,-0.022314533,0.754681219,4.811632864
cor,-0.047130752,0.202151915,-0.229368569,0.011076299,-0.011922948,696,0.026619253,0.046894122,-0.026198754,-0.088556844,0.019123904,0.878947368,0.01580684,-0.147288654,-0.091194127,0.036017579,-0.11781338,-0.127211706,-0.138088249,-0.244537363,2.966698015
cor,0.211712076,0.189477231,-0.229011685,0.005952949,0.088246117,800,-0.016825328,0.095153639,-0.006174409,0.010113125,-0.035399271,0.933673469,0.187523713,0.155309031,0.18063307,0.031779429,0.197458398,0.148853641,0.085479431,0.204620611,0.507421904
cor,0.016093187,0.245505061,-0.042791168,0.157229121,0.108276639,610,0.067593111,0.114597717,-0.053081132,-0.05220908,0.344909629,0.961373391,0.146956894,0.289733576,-0.188470799,0.059849699,-0.25606391,-0.248320498,-0.303068516,0.206568047,0.779804974
cor,-0.153866343,0.159689644,-0.377601149,-0.039771501,-0.088876979,645,0.023907634,-0.22246847,0.009297999,-0.005972781,0.057250405,1.243902439,-0.540916617,0.109912271,0.352949097,0.039700655,0.329041463,0.313248442,0.575417567,0.361203123,0.411280524
cor,0.06830066,0.314605858,-0.420690023,0.000432273,0.026469797,632,-0.129417226,-0.210880126,-0.004992611,0.055723347,0.102140157,0.770833333,-0.504737622,-0.302250973,-0.008770613,-0.043347539,0.120646613,0.034576926,0.202109513,0.143415714,0.41780148
cor,0.047282749,0.175696517,-0.318633428,-0.003745512,0.014493887,650,-0.04175141,0.061149138,-0.0592462,-0.090812159,0.476973202,1.166666667,-0.123292356,0.513219595,-0.191297285,-0.027852616,-0.149545875,-0.163444669,-0.252446423,-0.054270367,-0.495968607
cor,0.181647323,-0.120841833,0.108853933,-0.031948326,0.057126718,711,-0.073259836,-0.004491211,0.016210709,-0.019915571,-0.117061359,0.761363636,0.180579198,-0.16602174,-0.090652044,-0.080436729,-0.017392208,-0.010215315,-0.086160833,0.484495155,-0.02487114
cor,0.105586604,0.194776584,-0.231228576,0.016517208,0.048782038,730,0.087260314,0.019305263,-0.019675318,-0.025894272,0.078739541,0.965686275,0.172858788,0.273082942,0.452058123,0.066562461,0.364797809,0.385495661,0.432752859,0.243744486,0.111682279
cor,-0.252507935,0.10566459,-0.277922193,-0.058465996,-0.150026094,632,0.031425248,0.108977781,-0.071801008,0.049500328,0.058352364,0.554945055,0.095512888,0.097857286,0.717564012,0.029092499,0.686138764,0.688471513,0.608586231,0.297295179,1.140974609
cor,-0.135754017,0.093115946,-0.183171417,-0.0109853,-0.051428059,613,0.015288417,0.057571163,0.011985429,-0.002858451,-0.054642519,0.538461538,0.022514413,0.00720216,0.06875278,0.005754772,0.053464362,0.062998007,0.011181617,0.799034175,2.557080324
cor,-0.214586375,-0.124422399,-0.124513125,-0.125876527,-0.163337177,770,0.230573034,0.247706307,-0.0764289,0.016606848,-0.10634784,0.83030303,0.295067185,0.166546924,-0.073729657,0.252899663,-0.304302691,-0.32662932,-0.321435964,1.518488944,0.839491205
cor,0.048654024,0.138747239,-0.184728081,0.022865295,0.031239078,623,0.001247554,0.031804308,0.003961781,0.012715167,0.001526978,0.91011236,-0.067353598,-0.076317789,-0.26033044,0.006564995,-0.261577995,-0.266895435,-0.292134748,-0.086021819,-0.472199093
cor,-0.228527437,0.156962074,-0.188348754,0.018036643,-0.063201874,774,0.078760994,0.027797879,0.004107437,0.029660832,-0.029894598,0.833333333,-0.127668718,0.521541248,0.167125086,0.125609354,0.088364092,0.041515731,0.139327207,0.240842608,-0.217734458
cor,0.359269992,0.114091732,-0.188892344,0.002765126,0.14221832,754,-0.00336212,-0.003949148,-0.03258262,-0.076352341,-0.031637803,0.602209945,0.099615072,0.352787934,0.00387233,0.01585128,0.00723445,-0.01197895,0.007821478,0.044931469,-0.039644078
cor,0.09948381,0.263731578,-0.378925335,0.016877951,0.045283104,728,0.084275041,0.025873676,0.000819535,-0.013032152,0.054267606,0.842105263,0.023897839,-0.000993299,0.055929139,0.046477133,-0.028345902,0.009452006,0.030055463,-46.7906786,1.082678459
