"language","tone","informant","token","syllable","onset","offset","f0mean","excursion","maxloc"
"Thai","45","M2","4","ma",-0.0168596668344559,0.0443313631136732,-0.0283091747677283,0.108445813813036,1
"Thai","21","M2","1","mi",0.10063606654193,-0.115160915470731,-0.00828392959978857,0.215796982012661,0.125
"Thai","21","M2","2","mi",0.0358036942187592,-0.147037645059112,-0.0521812292006178,0.183263636426838,0.25
"Thai","21","M2","3","mi",0.0288759261269805,-0.137134574040171,-0.0252262549169395,0.187286464509872,0.375
"Thai","21","M2","4","mi",0.0126424338909543,-0.166381874297768,-0.0815987374788003,0.179024308188722,0.125
"Thai","241","M2","1","mi",0.118757775419033,0.0196842259777212,0.195478218687383,0.24551462018196,0.75
"Thai","241","M2","2","mi",0.0760133236527542,0.0545576924937077,0.148707117518616,0.15127724972616,0.75
"Thai","241","M2","3","mi",0.0761828089056227,0.0226454830375098,0.127316464766312,0.156808618019319,0.75
"Thai","241","M2","4","mi",0.0189661095259031,-0.0565647195763965,0.0889422626296282,0.213055573329868,0.625
"Thai","315","M2","1","mi",0.0423372573888016,0.135998916171464,-0.0314037354829859,0.255481518144182,1
"Thai","315","M2","2","mi",-0.00986878534148771,0.370005827900423,-0.00586827828880557,0.503711974993404,1
"Thai","315","M2","3","mi",-0.0278357957568993,0.172834160436264,-0.0629069899333426,0.337282898913277,1
"Thai","315","M2","4","mi",-0.0244725028667887,0.104229772625585,-0.0696735520135391,0.267126618481084,1
"Thai","33","M2","1","mi",0.0542532097284159,0.0238286042766811,0.0459551162273249,0.0336024906695682,0.375
"Thai","33","M2","2","mi",0.0694370537500058,0.00370860872171257,0.0435070731723521,0.085678145088672,0.25
"Thai","33","M2","3","mi",-0.00691703666281454,-0.0547173901950181,-0.0188251066471282,0.0600975679058547,0.25
"Thai","33","M2","4","mi",-0.0583655016344102,-0.101087506491482,-0.0643806444465075,0.0675723622747091,0.25
"Thai","45","M2","1","mi",0.0282256029933428,0.33929673223503,0.146390273977379,0.311071129241688,1
"Thai","45","M2","2","mi",0.0463647378400062,0.184059852733429,0.0720198487638765,0.144762140690939,1
"Thai","45","M2","3","mi",-0.0391673014420097,0.124461470335133,0.00521564631689199,0.163628771777143,1
"Thai","45","M2","4","mi",-0.0336246452300306,0.117936464883106,0.00386110466247649,0.151561110113137,1
"Thai","21","M3","1","ma",-0.161953023492083,-0.208224661744871,-0.179028682492591,0.0516526562343388,0.25
"Thai","21","M3","2","ma",-0.178158474005405,-0.214110250262018,-0.192708127469257,0.0431453669963556,0.25
"Thai","21","M3","3","ma",-0.133147815145897,-0.154056855759431,-0.137928521256037,0.0288337592547808,0.25
"Thai","21","M3","4","ma",-0.132065454920616,-0.145779483895793,-0.143637407921789,0.0165889220406513,0.125
"Thai","21","M3","5","ma",-0.153935452958036,-0.150775319068907,-0.146374949855612,0.0118368646829956,0.75
"Thai","241","M3","1","ma",-0.039881337384428,-0.160104502323591,0.0113445054662334,0.269391439919099,0.5
"Thai","241","M3","2","ma",-0.0614084669572485,-0.141577660965367,0.00955403399897419,0.24410631685712,0.625
"Thai","241","M3","3","ma",-0.0352615906946811,-0.163735443533981,0.0520677985722531,0.336912019115791,0.625
"Thai","241","M3","4","ma",0.0214517349671651,-0.105818481775498,0.0849202481575606,0.295468850549017,0.5
"Thai","241","M3","5","ma",0.0811226156865887,-0.0997852252256415,0.169421483320258,0.397795458710269,0.5
"Thai","315","M3","1","ma",-0.150621131892258,0.107971085027637,-0.11652039416588,0.294796899937061,1
"Thai","315","M3","2","ma",-0.146693660425945,0.0184685217299402,-0.138468643185678,0.197333700118027,1
"Thai","315","M3","3","ma",-0.131391527314641,0.08792917076328,-0.0981784482864902,0.233702425143708,1
"Thai","315","M3","4","ma",-0.113813062884523,0.150974969908283,-0.0621206620272674,0.27350550324814,1
"Thai","315","M3","5","ma",-0.0833405266723544,0.158458653793805,-0.0612246047250739,0.289164059267312,1
"Thai","33","M3","1","ma",-0.161425533761192,-0.182761862363229,-0.151650670810257,0.0467600951709349,0.625
"Thai","33","M3","2","ma",-0.138437296837293,-0.176724628289986,-0.126942525561351,0.0701936553916338,0.625
"Thai","33","M3","3","ma",-0.0726030633876849,-0.12664381147349,-0.0644875317022364,0.0847625332135245,0.625
"Thai","33","M3","4","ma",-0.103347174991803,-0.150158481366696,-0.0979133952724011,0.0689856587632616,0.625
"Thai","33","M3","5","ma",-0.0952222974233319,-0.173482935729586,-0.0879040681871573,0.122479103736495,0.625
"Thai","45","M3","1","ma",-0.150057387886905,0.0966503645411458,0.00664524782260505,0.327002670543044,0.875
"Thai","45","M3","2","ma",-0.0562613066292551,0.161134172288854,0.097038936025846,0.339081343260849,0.875
"Thai","45","M3","3","ma",-0.0699292718132378,-0.0498155903087515,0.0521972385982247,0.286279637409423,0.75
"Thai","45","M3","4","ma",-0.0461300819466691,-0.0547328468671974,0.0606502491706837,0.259749663839552,0.75
"Thai","45","M3","5","ma",-0.0231367686706979,-0.00149974332661474,0.0934507445557592,0.270889396515012,0.75
"Thai","21","M3","1","mi",-0.124959769582886,-0.212475114423527,-0.159252155839768,0.0973936700016912,0.25
"Thai","21","M3","2","mi",-0.126158303728392,-0.192173366481528,-0.145916145812894,0.0708123221100478,0.375
"Thai","21","M3","3","mi",-0.103785356261283,-0.12441054156558,-0.0961422339772038,0.0537531868584515,0.375
"Thai","21","M3","4","mi",-0.0650327848567994,-0.122053133875464,-0.098170635398481,0.057020349018665,0.125
"Thai","21","M3","5","mi",-0.0913987085588953,-0.143375306262689,-0.101951049512732,0.0669289249723505,0.375
"Thai","241","M3","1","mi",0.113460882909557,-0.159495999156285,0.134328262105173,0.458264994666664,0.5
"Thai","241","M3","2","mi",0.0892925336353786,-0.1168767913158,0.132729374472512,0.403136122707366,0.5
"Thai","241","M3","3","mi",0.121104537747307,-0.121906476013704,0.149325701055404,0.410912739911319,0.5
"Thai","241","M3","4","mi",0.123684979836666,-0.141122037043325,0.151465437097443,0.4328541459195,0.5
"Thai","241","M3","5","mi",0.193464866980813,-0.149526435202685,0.214535370219592,0.500787386607601,0.5
"Thai","315","M3","1","mi",-0.0402861849691536,0.38420156848014,0.0507329806714984,0.438405638252465,1
"Thai","315","M3","2","mi",-0.0620783742360848,0.163379711819058,-0.0357823256127152,0.254509171295571,1
"Thai","315","M3","3","mi",-0.0362446469344817,0.324188425011713,0.0276257716764192,0.378656795193105,1
"Thai","315","M3","4","mi",-0.0291672718080232,0.387075462379835,0.0951871342612304,0.416242734187858,1
"Thai","315","M3","5","mi",-0.00851235308564439,0.378114754342664,0.0794570379107827,0.396902417454019,1
"Thai","33","M3","1","mi",-0.0879677455668912,-0.17236258215854,-0.0964349843153077,0.106092290432141,0.5
"Thai","33","M3","2","mi",-0.097264660141543,-0.140318582874128,-0.0743307460282937,0.0946858269674902,0.5
"Thai","33","M3","3","mi",-0.0490943550646751,-0.113893386150735,-0.0251515406197479,0.129066619261135,0.625
"Thai","33","M3","4","mi",-0.0314963137457089,-0.119729622698876,-0.0245762976506853,0.132060269939946,0.625
"Thai","33","M3","5","mi",-0.0358749252598997,-0.168661286337278,-0.0481413163088,0.160617497654174,0.375
"Thai","45","M3","1","mi",0.0357868718154516,0.336717796160955,0.191530392594528,0.326480310872777,0.875
"Thai","45","M3","2","mi",0.012182998437001,0.186199607726441,0.185849704737598,0.381158062507117,0.875
"Thai","45","M3","3","mi",0.0390578333100981,0.139729257037183,0.201454386212058,0.337327325844177,0.875
"Thai","45","M3","4","mi",0.00255927702168188,0.137533350439012,0.177619697198186,0.340145350573307,0.875
"Thai","45","M3","5","mi",0.089419734823159,0.233280774633967,0.281806328094889,0.384751217653671,0.875
"Thai","21","M4","1","ma",-0.0437577621284813,-0.208855312592125,-0.114205182599245,0.184786046444855,0.25
"Thai","21","M4","2","ma",-0.118672029826971,-0.205287789921802,-0.156148748652864,0.100678800754237,0.25
"Thai","21","M4","3","ma",-0.0503791907712805,-0.157097205798338,-0.118215052088028,0.121747176106238,0.125
"Thai","21","M4","4","ma",0.0400589510080005,-0.130034524214751,-0.0602814697340256,0.170093475222751,0.125
"Thai","21","M4","5","ma",0.0296638640197602,-0.168626044635507,-0.0975227562370918,0.198289908655267,0.125
"Thai","241","M4","1","ma",0.077536454609234,-0.114396241912265,0.0883075814825915,0.290619844642699,0.625
"Thai","241","M4","2","ma",-0.000804837484486465,-0.271243276640586,-0.0177367943353286,0.362069833060216,0.5
"Thai","241","M4","3","ma",0.0174317636257394,-0.290046992300176,-0.0589101290451912,0.38243922325327,0.375
"Thai","241","M4","4","ma",0.166031813997402,-0.206082450193003,0.0586235903422093,0.372114264190406,0.125
"Thai","241","M4","5","ma",0.116496018725608,-0.240554419751715,0.0619781408603517,0.444427584281635,0.5
"Thai","315","M4","1","ma",-0.0868093025383939,0.124605367209717,-0.0747987419971546,0.279689947852048,1
"Thai","315","M4","2","ma",-0.12006388800962,0.039765501003613,-0.122223433462637,0.219655995112029,1
"Thai","315","M4","3","ma",-0.0616674398664379,0.0440573133740326,-0.0899307960218543,0.199217329893684,1
"Thai","315","M4","4","ma",0.00599014486080496,0.151272898529228,-0.0347338661241565,0.279783920385717,1
"Thai","315","M4","5","ma",-0.0569074263198883,0.14375238654112,-0.0774313331281549,0.320761836829947,1
"Thai","33","M4","1","ma",0.0209625079777441,-0.0650660230249197,-0.0325238233823454,0.0866449213797109,0.125
"Thai","33","M4","2","ma",-0.0737602670753008,-0.0856022494257165,-0.0748402916863577,0.0341944886168587,0.25
"Thai","33","M4","3","ma",0.00580244041289713,-0.0465524178132661,-0.0252462991745916,0.0650873508983985,0.25
"Thai","33","M4","4","ma",0.0040544622674851,-0.0309057248028165,-0.00886845668309531,0.053341659747326,0.25
"Thai","33","M4","5","ma",-0.0123704100984976,-0.0218855955582078,-0.0100548910766176,0.0296773004263229,0.25
"Thai","45","M4","1","ma",0.0910042092487778,0.221094591862572,0.131196838605818,0.133698003777626,1
"Thai","45","M4","2","ma",-0.0670617376716151,0.104216876940506,-0.00305870785721692,0.171278614612121,1
"Thai","45","M4","3","ma",0.0135122213752245,0.0937434703807879,0.0188457683041465,0.112890900710207,1
"Thai","45","M4","4","ma",0.0541566416716956,0.192322685436695,0.0944696191784072,0.138166043764999,1
"Thai","45","M4","5","ma",0.00747167530891841,0.162179536440535,0.0478698232718522,0.161412558703942,1
"Thai","21","M4","1","mi",-0.0225689431291031,-0.148257714427806,-0.0859127595290389,0.1428880438869,0.25
"Thai","21","M4","2","mi",-0.0949176396465313,-0.197875256775647,-0.125980400501811,0.140621222511552,0.25
"Thai","21","M4","3","mi",-0.00923507186888059,-0.172748816545562,-0.0911104985526862,0.163513744676681,0.125
"Thai","21","M4","4","mi",0.0493962342907859,-0.136128481830532,-0.0364851867542809,0.185524716121318,0.125
"Thai","21","M4","5","mi",0.0515787051967011,-0.0805903083369855,-0.0281706472612362,0.132322844020197,0.125
"Thai","241","M4","1","mi",0.24476323864052,-0.144545051438602,0.157815432527022,0.403359713289326,0.5
"Thai","241","M4","2","mi",0.0186941207761842,-0.170253153173332,0.0413655902734735,0.326272121741278,0.5
"Thai","241","M4","3","mi",0.0534633647980554,-0.201956469441679,0.0211013760186844,0.339818680148743,0.375
"Thai","241","M4","4","mi",0.157258529070808,-0.149349472465805,0.100774546040808,0.35420028146283,0.375
"Thai","241","M4","5","mi",0.113858166436243,-0.185567422499301,0.0960217885264002,0.36755168330737,0.625
"Thai","315","M4","1","mi",0.0197392675653875,0.179584885026029,0.00814661786572847,0.262212617853893,1
"Thai","315","M4","2","mi",-0.0469333892712573,0.163767479944949,-0.0583403648155897,0.332249905152005,1
"Thai","315","M4","3","mi",-0.0313375542639125,0.133145837678506,-0.037981581922963,0.259609869969431,1
"Thai","315","M4","4","mi",0.0227839845707391,0.242636484343166,0.0116350191140249,0.334852632433626,1
"Thai","315","M4","5","mi",0.0586522397835931,0.183035837382836,-0.00324540830118874,0.28554872036736,1
"Thai","33","M4","1","mi",0.00966447255635968,-0.0217090085858618,0.0210096162238224,0.0843606038092224,0.375
"Thai","33","M4","2","mi",0.0339461165888968,-0.0366980345838725,0.00551116306589319,0.0706441511727693,0.125
"Thai","33","M4","3","mi",0.062066362456844,0.00348905880772918,0.0329529805891959,0.0607546704940153,0.25
"Thai","33","M4","4","mi",0.0683658266375447,0.025267580696094,0.05194613386986,0.0592544304418346,0.25
"Thai","33","M4","5","mi",0.0680719020119737,0.0167268931397167,0.0447853416327992,0.051345008872257,0.125
"Thai","45","M4","1","mi",0.133345333978467,0.253058520931388,0.174731565979471,0.132076404704464,1
"Thai","45","M4","2","mi",-0.0109096027543872,0.164388254468232,0.0544968126399789,0.175297857222619,1
"Thai","45","M4","3","mi",0.0315081534890033,0.185442516884916,0.0840315015693821,0.153934363395913,1
"Thai","45","M4","4","mi",0.092989806241736,0.240835647301747,0.130613987812189,0.150224327440894,1
"Thai","45","M4","5","mi",0.0875290202636237,0.207973859328189,0.105726785130638,0.15936739109181,1
"Thai","21","M5","1","ma",0.0219257391892018,-0.269056072287296,-0.14647840840485,0.290981811476498,0.125
"Thai","21","M5","2","ma",-0.13597648506617,-0.0818753419572879,-0.108925913511727,0.0541011431088825,1
"Thai","21","M5","3","ma",-0.0354197627176155,-0.265803822283556,-0.167899826827774,0.230384059565941,0.125
"Thai","21","M5","4","ma",-0.0336352615256768,-0.251704330212437,-0.125717467544267,0.221382709726653,0.25
"Thai","21","M5","5","ma",-0.0153642720440726,-0.252161155863966,-0.119875279367764,0.262289344426636,0.25
"Thai","241","M5","1","ma",0.1055659205925,-0.144288097342045,0.0637886535988138,0.292261469548667,0.25
"Thai","241","M5","2","ma",-0.00633974282885533,0.0864729523129885,0.040066604742065,0.0928126951418438,1
"Thai","241","M5","3","ma",0.169492173389694,-0.167374030911604,0.104338613163533,0.380504740099567,0.25
"Thai","241","M5","4","ma",0.152389828504937,-0.119516155048747,0.102260861370063,0.310213003059402,0.25
"Thai","241","M5","5","ma",0.225386112380877,-0.174976102680898,0.139832671895968,0.418405919163985,0.25
"Thai","315","M5","1","ma",-0.00694849956703579,0.000751830620292944,-0.1019454450733,0.206603717673379,1
"Thai","315","M5","2","ma",0.256378005646555,0.168632688928388,0.212505347287472,0.0877453167181678,0.125
"Thai","315","M5","3","ma",-0.080728190698819,-0.0161471660833364,-0.153933254471516,0.240788932531253,1
"Thai","315","M5","4","ma",-0.0237868348794212,-0.0781135486533569,-0.12740239312752,0.20567601885975,0.25
"Thai","315","M5","5","ma",0.0624044576583539,0.0671582188002633,-0.113084988843712,0.311393442115972,1
"Thai","33","M5","1","ma",-0.0778610749441291,-0.156862411725736,-0.0876032389206721,0.0941570652483962,0.375
"Thai","33","M5","2","ma",-0.0998598284874659,-0.0392035710354108,-0.0695316997614352,0.0606562574520551,1
"Thai","33","M5","3","ma",0.0241725940565863,-0.127937101642243,-0.0380713616320546,0.152109695698829,0.125
"Thai","33","M5","4","ma",0.0116950361831162,-0.107902137600889,-0.0262821789631873,0.143956292130862,0.25
"Thai","33","M5","5","ma",0.0461852862867304,-0.0921056467558453,0.000271644625354598,0.167331789317196,0.25
"Thai","45","M5","1","ma",0.0947211116010918,0.0814624646714817,0.0335428528346147,0.101355050302949,0.125
"Thai","45","M5","2","ma",0.0991306373914857,0.0828204494216084,0.0909755434065473,0.0163101879698773,0.125
"Thai","45","M5","3","ma",-0.019893559075831,0.0373723209456605,-0.03412082748042,0.105208992179016,1
"Thai","45","M5","4","ma",0.0900611049022349,0.0969366445812598,0.0435018290133217,0.0969379037495248,1
"Thai","45","M5","5","ma",0.0133442635802218,0.150041935658256,0.0359065903225667,0.176910256961517,0.875
"Thai","21","M5","1","mi",-0.0288706463863735,-0.247577161621946,-0.12225381018942,0.25681997349872,0.25
"Thai","21","M5","2","mi",0.0367601692818887,-0.0302924782183721,0.0609747144648701,0.147330275089621,0.75
"Thai","21","M5","3","mi",-0.0358910126393149,-0.243990845631729,-0.110262961371128,0.233665790674047,0.25
"Thai","21","M5","4","mi",0.0380689679755558,-0.221087904876052,-0.074927441768927,0.259156872851608,0.125
"Thai","21","M5","5","mi",-0.0200997054997274,-0.239349371840804,-0.0981527651983974,0.235988392405796,0.25
"Thai","241","M5","1","mi",0.218847894969638,-0.12068898426708,0.172006929166769,0.428628953232685,0.375
"Thai","241","M5","2","mi",0.294042855110876,-0.131887689164016,0.0242647597763203,0.456595721656081,0.125
"Thai","241","M5","3","mi",0.23809937969167,-0.13628859162499,0.174131678115867,0.437273631612685,0.375
"Thai","241","M5","4","mi",0.129578944076408,-0.0866723919848362,0.144051430344421,0.323226073832417,0.375
"Thai","241","M5","5","mi",0.157668275239908,-0.123373930582852,0.179121162855727,0.461444444195105,0.5
"Thai","315","M5","1","mi",0.0191459293409713,0.0536998553661669,-0.0728275354738683,0.226030362981434,1
"Thai","315","M5","2","mi",0.158130381097732,0.0345838452071493,0.0783460789745738,0.123546535890583,0.125
"Thai","315","M5","3","mi",-0.0199842851142425,0.23651966599781,-0.0837964481995497,0.437294853892877,1
"Thai","315","M5","4","mi",-0.000813914048802872,0.154301722117661,-0.0796871240764738,0.376804996888997,1
"Thai","315","M5","5","mi",0.0543811913551565,0.201878654912137,-0.0590648374962158,0.389573837426964,1
"Thai","33","M5","1","mi",-0.0297256461442265,-0.150504699340059,-0.0486987842248066,0.160954956657961,0.375
"Thai","33","M5","2","mi",-0.120211168867123,-0.0824055779424371,-0.101308373404777,0.037805590924686,1
"Thai","33","M5","3","mi",-0.0196321450555066,-0.0948054861900494,-0.0418517242646186,0.0751733411345428,0.125
"Thai","33","M5","4","mi",0.00739365592675558,-0.096014313415924,-0.0286145803011947,0.10340796934268,0.125
"Thai","33","M5","5","mi",0.0496767722984766,-0.10556703901686,-0.00488181544124548,0.155243811315337,0.125
"Thai","45","M5","1","mi",0.0953257585589567,0.264821254390377,0.159447739229616,0.169495495831421,1
"Thai","45","M5","2","mi",0.258695921399764,0.189865243042711,0.224280582221234,0.0688306783570528,0.125
"Thai","45","M5","3","mi",0.0223181665149187,0.156614347123648,0.0395045096054116,0.157882845569882,1
"Thai","45","M5","4","mi",0.0541390822215172,0.151299248351935,0.0728255795114507,0.10997792966437,1
"Thai","45","M5","5","mi",0.140211711687241,0.343423183184735,0.151254108814243,0.257056090281296,1
"Thai","33","F1b","1","ma",-0.0446377188468778,-0.181707143297584,-0.0469704691080291,0.176182809209416,0.375
"Thai","33","F1b","2","ma",0.00948546361721509,-0.134925111408072,-0.0286226760915372,0.144410575025288,0.125
"Thai","21","F1b","1","ma",-0.00972618800179652,-0.232977560551241,-0.108057970981125,0.223251372549445,0.125
"Thai","21","F1b","2","ma",-0.00612740413282667,-0.146239739061323,-0.0848928703346861,0.179313190219992,0.25
"Thai","21","F1b","3","ma",-0.0100307976818559,-0.231823893243196,-0.107949191006107,0.22179309556134,0.125
"Thai","241","F1b","1","ma",-0.00511263867277098,-0.115657497118605,0.0295880564664732,0.214234958653174,0.5
"Thai","241","F1b","2","ma",-0.0248245218818881,-0.188945907552128,-0.00324080623896653,0.285623988309558,0.625
"Thai","241","F1b","3","ma",-0.00579268883896656,-0.0313451266073721,0.0449743044911335,0.131726404001466,0.625
"Thai","45","F1b","1","ma",-0.0521217031512221,0.0679846255567479,-0.0260810111246429,0.12896767333111,1
"Thai","45","F1b","2","ma",-0.0552984716294433,0.0195403609856473,-0.0422481049714516,0.0956792085557181,1
"Thai","45","F1b","3","ma",-0.0509483035646257,0.067984201915652,-0.0259331098999282,0.128966862351438,1
"Thai","315","F1b","1","ma",-0.0183054551537697,0.0473495399846277,-0.0801825512339957,0.197670359855505,1
"Thai","315","F1b","2","ma",-0.059013643702499,0.0539683491245556,-0.0645632209061586,0.160746555857983,1
"Thai","315","F1b","3","ma",-0.0182714266456835,0.0518842728292552,-0.0794446827903697,0.202754814351319,1
"Thai","33","F1b","1","mi",-0.0011154750045803,-0.098735701555271,-0.0129581231901871,0.129675035260207,0.375
"Thai","33","F1b","2","mi",-0.0253497465707871,-0.126576721864875,0.00617231307652593,0.172090089614533,0.375
"Thai","21","F1b","1","mi",-0.00745769441199118,-0.130773800743141,-0.0727991288159909,0.154101684589955,0.25
"Thai","21","F1b","2","mi",-0.052225757632801,-0.197864793460852,-0.101480573649791,0.196612201779937,0.375
"Thai","241","F1b","1","mi",0.0583968029058855,-0.0925140061353806,0.1063268416132,0.29655368628806,0.625
"Thai","241","F1b","2","mi",0.0568631561756078,0.0349683731030752,0.122999729660475,0.14637288198733,0.625
"Thai","45","F1b","1","mi",0.018249900626461,0.266582052944547,0.0867057455412058,0.248332152318086,1
"Thai","45","F1b","2","mi",0.0335216739849332,0.274718470445479,0.10705540199768,0.241196796460545,1
"Thai","315","F1b","1","mi",0.00245464318149626,0.189743138414737,0.00146493875050193,0.268115512454786,1
"Thai","315","F1b","2","mi",-0.0117921829398579,0.178319251053444,-0.0223599749061277,0.291072806737516,1
"Thai","33","F1b","1","mu",-0.00233610646297632,-0.0886559465244268,-0.00372234966984456,0.109584966335289,0.5
"Thai","33","F1b","2","mu",0.00779626605490472,-0.0953435789296127,0.0137849846223207,0.150244622773772,0.375
"Thai","21","F1b","1","mu",0.0088886134495708,-0.160655241357236,-0.0783596470588719,0.180814690440867,0.125
"Thai","21","F1b","2","mu",0.0191838635490558,-0.162817598059976,-0.080494746992212,0.182001461609032,0.125
"Thai","241","F1b","1","mu",0.0425334356001081,-0.0114364338618923,0.101429266511907,0.187664746349779,0.625
"Thai","241","F1b","2","mu",0.0609430565822392,0.00648520535144714,0.143167102597816,0.212102777931801,0.625
"Thai","45","F1b","1","mu",0.0223301965882467,0.353980274886643,0.155232648020134,0.331650078298397,1
"Thai","45","F1b","2","mu",0.0690475287014326,0.254210787960631,0.152775599253871,0.186650154261274,0.875
"Thai","315","F1b","1","mu",-0.00729412030109676,0.165204065702584,0.0131441859330186,0.233921294120546,1
"Thai","315","F1b","2","mu",-0.0124657636672206,0.150979610556922,-0.0144599095662375,0.236670857761203,1
"Thai","33","F2b","1","ma",-0.0121783309596759,-0.131431771353705,-0.051789337358222,0.119253440394029,0.125
"Thai","33","F2b","2","ma",-0.0126118674153774,-0.132460734375117,-0.0518746753431221,0.119848866959739,0.125
"Thai","21","F2b","1","ma",-0.063415453220352,-0.262976620527362,-0.156349333178866,0.200008656269777,0.25
"Thai","21","F2b","2","ma",-0.0639852112496014,-0.264583125105985,-0.155006733134877,0.201072670038995,0.25
"Thai","241","F2b","1","ma",0.104815606863206,0.0172622677715147,0.133992669325206,0.172049931230519,0.625
"Thai","241","F2b","2","ma",0.10555748956666,-0.00504680658486682,0.129543854356331,0.193828917927121,0.625
"Thai","45","F2b","1","ma",-0.0439208184345636,0.106397955556447,-0.0128024298054796,0.163880370504947,1
"Thai","45","F2b","2","ma",-0.0463884643420871,0.108715097413728,-0.0129592701982783,0.167396641619107,1
"Thai","315","F2b","1","ma",-0.078183589027462,-0.035325708266962,-0.144076221488303,0.182281069388843,1
"Thai","315","F2b","2","ma",-0.0798660995981993,-0.0394615904050765,-0.14582549205673,0.178166417952174,1
"Thai","33","F2b","1","mi",0.044083682242006,-0.141114448196535,0.0105036184159527,0.18851635359061,0.625
"Thai","33","F2b","2","mi",0.0143397912997884,-0.11686303451813,0.00344696797701482,0.146044493704165,0.25
"Thai","21","F2b","1","mi",0.0296778537799731,-0.181963587617476,-0.0742417445522892,0.211641441397449,0.125
"Thai","21","F2b","2","mi",0.0150775442564668,-0.192133793510604,-0.0820235878597668,0.207211337767071,0.125
"Thai","241","F2b","1","mi",0.107235093700436,-0.0643319931174247,0.155185779768032,0.314362520052606,0.625
"Thai","241","F2b","2","mi",0.165043843581185,-0.134187848568966,0.171395275055781,0.408354197399277,0.625
"Thai","45","F2b","1","mi",0.0354043746977405,0.168309645658599,0.0432351609589108,0.170466086006244,1
"Thai","45","F2b","2","mi",0.0284116286470402,0.187105514041808,0.0678841182912556,0.160039054386936,1
"Thai","315","F2b","1","mi",-0.0293325433337813,0.17769500144844,-0.0518488436277741,0.338457556244886,1
"Thai","315","F2b","2","mi",-0.0677211715462733,0.00395401064027149,-0.11195476624008,0.189245439428841,1
"Thai","33","F2b","1","mu",0.0274938310623246,-0.125136378223791,0.0236445577419177,0.206143950814199,0.625
"Thai","33","F2b","2","mu",0.0242115953961606,-0.0917553739565666,0.0304191986189817,0.154596834623802,0.625
"Thai","21","F2b","1","mu",-0.0201609198256717,-0.12147439656418,-0.0642217691406807,0.112567948770376,0.25
"Thai","21","F2b","2","mu",-0.000465761624851992,-0.135416045722156,-0.0712278936689457,0.134950284097304,0.125
"Thai","241","F2b","1","mu",0.178146334747165,-0.0665721686995041,0.210009100906766,0.377411398872508,0.625
"Thai","241","F2b","2","mu",0.151833414762966,0.110901388765079,0.243544031204536,0.196568653267703,0.625
"Thai","45","F2b","1","mu",0.0124202686423028,0.211590958629906,0.083354110977472,0.199170689987603,1
"Thai","45","F2b","2","mu",-0.00301983946016765,0.150753909319971,0.0496332995127248,0.153773748780139,1
"Thai","315","F2b","1","mu",-0.0442492845639154,0.12138038198604,-0.0608701213727487,0.257900739012879,1
"Thai","315","F2b","2","mu",-0.0376280699645759,0.0402480419626342,-0.0816617414010416,0.185070101901869,1
"Thai","33","F2b","1","na",-0.0194050725514097,-0.0877220297737342,-0.0284218729183999,0.0807594515422739,0.25
"Thai","33","F2b","2","na",-0.00355562737628381,-0.122878895074262,-0.0389146276911371,0.119323267697979,0.125
"Thai","21","F2b","1","na",-0.0525510187311526,-0.193780653063792,-0.122796925244733,0.141229634332639,0.125
"Thai","21","F2b","2","na",-0.0403477936222877,-0.228703442388982,-0.134673784057485,0.188355648766695,0.125
"Thai","241","F2b","1","na",0.129656405442302,-0.0779565394134515,0.119160753274434,0.257771206271802,0.5
"Thai","241","F2b","2","na",0.0851062350614278,-0.00894776540690338,0.118386691532364,0.179081388761657,0.5
"Thai","45","F2b","1","na",-0.0481867265496228,0.103357356553177,-0.00748229137224493,0.151544083102799,1
"Thai","45","F2b","2","na",-0.0314566415849798,0.113143802990053,0.00230364500561355,0.150724650450955,1
"Thai","315","F2b","1","na",-0.135339141769293,-0.119028653378824,-0.192403017203433,0.142131664447989,1
"Thai","315","F2b","2","na",-0.0450052681994575,-0.024432232336788,-0.135604539078171,0.188340804801255,1
"Thai","33","F2b","1","ni",0.0445035029481494,-0.129992854322715,0.0236978629710418,0.201473959619597,0.25
"Thai","33","F2b","2","ni",0.0264627227438374,-0.114676646115148,0.0117799228911152,0.158990980679518,0.625
"Thai","21","F2b","1","ni",-0.0111282842474886,-0.170918764795151,-0.100818708121909,0.169151306721163,0.125
"Thai","21","F2b","2","ni",-0.0185823418352987,-0.202884906484787,-0.103103671344087,0.184302564649489,0.125
"Thai","241","F2b","1","ni",0.131923055461368,-0.0339575255784518,0.168155457296211,0.278628010878307,0.625
"Thai","241","F2b","2","ni",0.14245017113169,-0.069689089599873,0.182010660523412,0.35377693585072,0.625
"Thai","45","F2b","1","ni",-0.00652344765439932,0.134131608099247,0.0279136187083815,0.140655055753646,1
"Thai","45","F2b","2","ni",-0.0345717867266603,0.134512928860855,0.0116423739321015,0.169084715587515,1
"Thai","315","F2b","1","ni",-0.0442108456189226,0.0295364226438809,-0.112392800311432,0.2282464434038,1
"Thai","315","F2b","2","ni",-0.0776891790651695,-0.0140817572446735,-0.135663026571269,0.183981185660913,1
"Thai","33","F2b","1","nu",0.0577704589127113,-0.0823406263527423,0.0584017893080114,0.174811462702001,0.75
"Thai","33","F2b","2","nu",0.0573836219647288,-0.0967107280188569,0.0306492856607849,0.173863712797921,0.25
"Thai","21","F2b","1","nu",0.0177829564741097,-0.124827596630221,-0.0629180180013464,0.148834785028051,0.125
