"subject","id","tone","duration","onset","offset","f0mean","excursion","maxloc"
"101",59,"M35",495.999999999981,-0.0367481281928829,0.228543771181954,0.0698759199463066,0.265291899374837,1
"101",60,"M55",439.999999999998,0.213531694731708,0.20329470533681,0.204343380784234,0.0178219392892151,0.125
"101",61,"M51",408.000000000015,0.272799517666717,-0.140555096744597,0.0571944346008142,0.413354614411315,0.125
"101",62,"M214",536.000000000001,-0.0644589730649831,-0.0203903437482012,-0.153403502757436,0.222562991983875,1
"101",63,"M35",527.999999999992,-0.0544354608885359,0.281389521683647,0.0926300156304189,0.339218324613235,1
"101",64,"M55",439.999999999998,0.197567587231576,0.186129842360792,0.188161048540506,0.0290370391707669,0.625
"121",1,"M35",423.999999999999,-0.163097151909341,0.0330836020935873,-0.160755095622717,0.265491187468639,1
"121",2,"M55",416,-0.00514758330731379,0.0227189369844323,-0.00598074114377931,0.0595205430021672,1
"121",3,"M51",320,0.215589026468941,-0.302933191158437,0.022855056284531,0.536868461616045,0.375
"121",4,"M214",608.000000000004,-0.150867796452858,-0.204107985733491,-0.271339733785859,0.214582809917886,0.125
"121",5,"M55",399.999999999999,-0.0362906095716131,-0.0346774415863901,-0.0503172766084651,0.031756791452876,1
"121",6,"M35",456,-0.174258356796436,0.12555909988884,-0.162506334764552,0.400599647920449,1
"121",7,"M214",608.000000000001,-0.0896945482616808,-0.175730369550061,-0.26256400631606,0.267055664745464,0.125
"121",8,"M51",367.999999999999,0.14987061343647,0.160572116416873,0.186217639127807,0.107033770448599,0.5
"121",9,"M55",464.000000000002,0.00059525926755726,0.0170073416937757,0.00229741281649799,0.0396597089777263,0.875
"121",10,"M51",271.999999999998,0.413969746432438,0.290275618384353,0.33986663922649,0.123694128048085,0.125
"121",11,"M214",624.000000000002,-0.203384646088984,-0.210471408576002,-0.291833534353153,0.164693047344749,0.125
"121",12,"M35",335.999999999999,-0.149059254911733,-0.0767429649351921,-0.122931639296137,0.106734958531782,1
"121",13,"M214",631.999999999998,-0.110145329350098,-0.189893271922699,-0.253778146566221,0.216305753315279,0.125
"121",14,"M35",423.999999999999,-0.147835234733204,0.269376170600737,-0.0682461989720921,0.463753465115986,1
"121",15,"M55",496.000000000002,0.0143585757064864,0.040278032678984,0.0239105653043508,0.0483414815606063,0.625
"121",16,"M51",328.000000000003,0.284964315738914,-0.265729331334908,0.0664658906516217,0.571154880326636,0.375
"121",17,"M51",344.000000000001,0.246541937475025,0.349736718761874,0.161658296534757,0.508333107486688,0.375
"121",18,"M35",416.000000000004,-0.178792886903752,0.23810335297609,-0.0809918483918871,0.432384148589296,1
"121",19,"M214",624.000000000009,-0.127161273752147,-0.191619271341418,-0.23578346262734,0.199784863196706,0.125
"121",20,"M55",439.999999999998,0.0844449135551229,0.11649825373627,0.112372231445024,0.0484640990979859,0.625
"121",21,"M35",456.000000000003,-0.162737685117975,0.396083413342054,-0.0247833159294209,0.561029583230344,1
"121",22,"M214",703.999999999994,-0.129921952467559,-0.153299573987252,-0.239999071202719,0.223460821421296,0.125
"121",23,"M51",311.999999999998,0.394524137054536,-0.246113000530193,0.144062635811379,0.690627031597164,0.375
"121",24,"M55",488,0.0279560085299931,0.0886565056906928,0.0947565219443678,0.0986364665350135,0.5
"121",25,"M214",640.000000000001,-0.0782905363979233,-0.201523717086584,-0.22459208442702,0.25681953710595,0.125
"121",26,"M35",415.999999999997,-0.19716189990057,0.291468183735537,-0.0812520659185054,0.488630083636107,1
"121",27,"M55",519.999999999996,0.0575280333879034,0.135511961320359,0.105739791065683,0.0779839279324555,1
"121",28,"M51",295.999999999992,0.417530429292318,0.514473227380134,0.322358881116423,0.470022336127321,1
"121",29,"M35",439.999999999998,-0.131990858893367,0.344175259163114,-0.0390807470066871,0.505291029203,1
"121",30,"M214",744,-0.126015528254876,-0.0838555349845456,-0.217549949080846,0.257334579048457,1
"121",31,"M51",319.999999999993,0.426738983291233,0.527894522059983,0.337326962046051,0.467543802571568,1
"121",32,"M55",423.999999999992,0.0360783025326128,0.079780453865148,0.0685453867207015,0.0551736226953498,0.75
"121",33,"M51",304.000000000002,0.258033883830415,0.201993042985893,0.251546813691468,0.119647462941464,0.375
"121",34,"M214",584.000000000003,-0.132376781151117,-0.25057698342455,-0.242725603950808,0.192195276376694,0.125
"121",35,"M35",439.999999999998,-0.149809556798481,0.48393013477671,0.00888589310094129,0.674614052925195,1
"121",36,"M55",439.999999999998,0.116190094673578,0.13947447464238,0.113145324471908,0.041057350142018,1
"121",37,"M35",376.000000000005,-0.0686320500154313,0.299783860625887,-0.00945525956931728,0.433800512200118,1
"121",38,"M51",263.999999999996,0.41578323452979,0.331260619676067,0.368906545882756,0.102482770556309,0.25
"121",39,"M55",463.999999999999,0.127476157627134,0.0857216559720174,0.0845139233660443,0.0622501678947102,0.125
"121",40,"M214",623.999999999995,-0.0821279793313799,-0.168921477936478,-0.227113962920904,0.248839601196581,0.125
"121",41,"M51",328.000000000003,0.222571646486146,-0.309851720610979,0.0247820481703821,0.532423367097125,0.125
"121",42,"M214",647.999999999996,-0.0468492026313351,-0.171771903498236,-0.224425168962614,0.277261245203659,0.125
"121",43,"M35",448.000000000008,-0.117690763240127,0.193025296257644,-0.0783605827097527,0.359323481931374,1
"121",44,"M55",391.999999999996,0.125810259563418,0.135119918126688,0.101421624692669,0.0581461129934769,1
"121",45,"M51",287.999999999982,0.376340605146359,0.254725836267355,0.308709897359509,0.121614768879004,0.125
"121",46,"M55",439.999999999998,0.0494045161158304,0.0840008027188341,0.0627709741900755,0.0444333156685362,1
"121",47,"M35",479.99999999999,-0.14998863774868,0.388745491113392,-0.0743620108314292,0.594682096705164,1
"121",48,"M214",623.999999999995,-0.103497981231248,-0.151198234249565,-0.221356291661521,0.226703963051851,0.125
"121",49,"M35",408.000000000015,-0.139473429957023,0.484163695767612,0.0644958647306976,0.623637125724634,1
"121",50,"M51",304.000000000002,0.519287465193252,0.46477087050785,0.450967704186543,0.38546830651793,0.375
"121",51,"M214",575.999999999993,-0.118106956070554,-0.214256739814356,-0.220144161837093,0.216943513783326,0.25
"121",52,"M55",431.999999999988,0.0990786343677557,0.107636601602489,0.112981116035629,0.0541769901103872,0.625
"121",53,"M214",632.000000000005,-0.109228137909973,-0.218497656038455,-0.209770662512198,0.197867961819379,0.25
"121",54,"M51",304.000000000002,0.360312983658501,0.379734783199862,0.294182398006958,0.296565005416635,0.375
"121",55,"M35",391.999999999996,-0.146087060899781,0.121624672390594,-0.0877437857301348,0.281139504206113,1
"121",56,"M55",471.99999999998,0.088150402327354,0.138514380141558,0.12955427485115,0.0592702020600724,0.625
"121",57,"M214",648.000000000025,-0.0451869021227644,-0.162216774911422,-0.189490520850191,0.281521999438852,0.25
"121",58,"M55",496.000000000009,0.0681605336243348,0.133080281914257,0.119914100256161,0.0742405142885553,0.625
"121",59,"M51",352.000000000004,0.363849836204971,-0.248802799554285,0.169450304624714,0.684917066499312,0.375
"121",60,"M35",423.999999999978,-0.110865721826412,0.0920850971999493,-0.0813189535739392,0.253825344748222,1
"121",61,"M214",608.000000000004,-0.107105336132296,-0.174795119165283,-0.206863277291639,0.179220591707955,0.125
"121",62,"M55",407.999999999987,0.164605314563279,0.167083825036439,0.178796632606897,0.0447622131713808,0.5
"121",63,"M35",351.999999999975,-0.113745854991891,0.134622296151891,-0.0661382600202933,0.262990613944654,1
"121",64,"M51",319.999999999993,0.372319707812981,-0.251079457123994,0.100094404115105,0.638096914684249,0.25
"123",1,"M35",312.139715546071,-0.05125526543001,0.0699015697641525,0.00827155629794341,0.165176062468114,0.75
"123",2,"M51",336,-0.0230433381952483,0.00137010907094177,0.0207645242481487,0.0951805509625654,0.375
"123",3,"M55",552,0.028846772966936,0.058567373346124,0.0423462297077161,0.029720600379188,1
"123",4,"M214",495.999999999999,-0.130039962073075,-0.137522843139204,-0.215141422632899,0.195546987006287,0.125
"123",5,"M55",512,0.0671548213660828,0.0532886997630581,0.0602889820049213,0.0309801300824771,0.375
"123",6,"M35",335.999999999999,-0.0978151862110482,0.0172966845930466,-0.0503171922963665,0.189566919037302,0.875
"123",7,"M51",295.999999999999,0.209854816614905,-0.0542366450166133,0.100445384385092,0.29273755961374,0.25
"123",8,"M214",472.000000000001,-0.0551088484048717,-0.246715294951239,-0.254734733782959,0.310630862676958,0.125
"123",9,"M51",280.000000000001,0.0774952642931905,-0.0257647604414705,0.071879796682463,0.177093973898582,0.5
"123",10,"M35",391.999999999999,-0.138635465763989,0.0413939161885297,-0.0540932895660582,0.194816843626452,0.875
"123",11,"M55",479.999999999997,-0.0148582617036992,-0.00894979733820811,0.0251646786569314,0.0722206423284594,0.5
"123",12,"M214",496.000000000002,-0.148752867293414,-0.162313314949776,-0.229238448735292,0.172102867667482,0.125
"123",13,"M51",352.000000000004,0.2454157271886,0.0440632750070075,0.100788070609472,0.249121166459539,0.125
"123",14,"M55",559.999999999995,0.0618467084144696,0.0578403939419397,0.0677028630042776,0.026998280200206,0.75
"123",15,"M214",504.000000000005,-0.147364962013232,-0.202652128081801,-0.255808437207452,0.206402313860143,0.125
"123",16,"M35",488,-0.0817427095708655,0.0589220335338708,-0.0449242418472908,0.216616778269275,1
"123",17,"M35",448,-0.00752012906934253,0.153838252964103,0.0425576629213066,0.17690246140943,1
"123",18,"M51",463.999999999999,0.158979631813318,-0.0618130581125901,0.249983992654154,0.853136532042749,0.75
"123",19,"M214",528.000000000006,-0.120130856617267,-0.169836156172586,-0.182009469878748,0.129966082946656,0.125
"123",20,"M55",512,0.119294786485636,0.0450314167181358,0.127521855338172,0.117473999196131,0.625
"123",21,"M51",384,0.201606846581375,-0.0201189207084761,0.0897287083878166,0.257614299420537,0.25
"123",22,"M35",423.999999999992,-0.0995476949007614,0.0561230143473822,-0.0167706686983042,0.17177635723092,0.875
"123",23,"M214",456.000000000003,-0.0937196877195604,-0.114203587281231,-0.174920168963207,0.170727909130827,0.125
"123",24,"M55",456.000000000003,0.0727714324688939,0.0620514725626397,0.132064124644647,0.129422524095439,0.625
"123",25,"M214",623.999999999995,-0.151527797574464,-0.00761111361314281,-0.0811316874714617,0.175655697269762,0.75
"123",26,"M35",463.999999999999,-0.064863806870035,0.361955547479854,0.0905942558408906,0.443369687209015,1
"123",27,"M51",384,0.216430918172958,-0.0667394586565316,0.0945424298473064,0.347127299257966,0.375
"123",28,"M55",504.000000000005,0.0370876377281643,0.0677401798426401,0.141098593094951,0.172777087860169,0.75
"123",29,"M214",503.999999999991,-0.0699621062851383,-0.0933511259578355,-0.12660142238306,0.125907075028639,0.125
"123",30,"M51",359.999999999999,0.236891280744102,0.00862946448504124,0.118595428302123,0.27700332772547,0.375
"123",31,"M55",512,0.0830865731116403,0.0598627341069803,0.114303682728218,0.0944964436194977,0.75
"123",32,"M35",416.000000000011,-0.0119753376907061,0.00330630651125596,0.0244413861933472,0.173954941576335,0.75
"123",33,"M55",623.999999999995,0.0407474137128593,0.0588012793198525,0.0675378427679773,0.0586402018616745,0.625
"123",34,"M214",512,-0.0404076174623154,-0.197073452049432,-0.239543766104729,0.28180819573483,0.125
"123",35,"M51",327.999999999989,0.247906587572793,-0.0610240988679829,0.0911524703068742,0.40665531157554,0.25
"123",36,"M35",456.000000000003,-0.0484656041887267,0.0517390054393727,-0.0189415991991834,0.131428222552696,0.875
"123",37,"M55",552.000000000007,0.0885880553416311,0.0459991813091703,0.0986028145916388,0.0729003815682041,0.25
"123",38,"M51",311.999999999998,0.183803614670514,-0.0360908407424389,0.0519711848002942,0.222737176380047,0.125
"123",39,"M35",423.999999999992,-0.0352407169813293,0.0483792614583283,-0.0149492280562001,0.153182331635265,0.875
"123",40,"M214",456.000000000003,-0.104333176945788,-0.167888105053874,-0.230184056437774,0.252296459466665,0.125
"123",41,"M55",560.000000000002,0.037757883504845,0.063198046227186,0.0639652205436528,0.0470296027020677,0.375
"123",42,"M214",488,-0.149385542248927,-0.18946646101509,-0.251661647364048,0.200817504297881,0.125
"123",43,"M51",336.000000000013,0.0356602393770382,-0.0565385845629592,0.0448034903012291,0.214430213686415,0.375
"123",44,"M35",455.999999999989,-0.0387940039771475,0.0464206633637911,-0.0129648762019575,0.16575506333309,0.75
"123",45,"M214",439.999999999998,-0.086825384505861,-0.203227163956037,-0.247976257107492,0.27024057406763,0.125
"123",46,"M51",352.000000000004,0.146716020214737,0.0373028266905482,0.0763919032484497,0.213526785348935,0.375
"123",47,"M55",520.00000000001,0.0348114006037315,-0.0198938126980484,0.0302514572577374,0.0754297862993109,0.375
"123",48,"M35",352.000000000004,0.00030907417610403,0.0667858331300177,0.030786932557313,0.147002058034291,0.75
"123",49,"M51",365.558849642497,0.36342105657512,-0.0145140074314258,0.144497064979597,0.377935064006546,0.125
"123",50,"M55",608.000000000004,-0.0871717006543646,0.126567889300112,0.0946057504425084,0.283866325148397,0.875
"123",51,"M214",463.999999999999,-0.00939685420330172,-0.10902892761108,-0.144797036612691,0.292013915080327,0.125
"123",52,"M35",359.999999999985,-0.03459556800448,0.181644117491837,0.075973358328884,0.290717589628869,0.875
"123",53,"M214",448.000000000008,-0.0350119710449936,-0.155832221740325,-0.146712180394705,0.191525809636122,0.125
"123",54,"M55",488,0.0754665250282209,0.0821608851919275,0.134010157681948,0.094184693634342,0.625
"123",55,"M35",392.000000000024,-0.010059097298379,0.112869051639286,0.069223511773423,0.175416593225768,0.875
"123",56,"M51",343.999999999994,0.24317884210784,-0.00880503753130429,0.138730248964655,0.305061485150771,0.375
"123",57,"M55",543.999999999983,0.0518285360341111,0.0550759057861451,0.0844055423494722,0.0688302702277167,0.625
"123",58,"M51",383.999999999986,0.234722196673203,-0.0338807229899872,0.0857392082975824,0.290339061865605,0.25
"123",59,"M214",471.99999999998,-0.000447521612048558,-0.0985943071934864,-0.145934723903105,0.266429526300485,0.125
"123",60,"M35",367.999999999995,-0.0439528862818855,0.116592267734098,0.0175438389236631,0.197889515598064,1
"123",61,"M214",479.99999999999,-0.0168715944045597,-0.123856547514783,-0.121798335156855,0.20076347085142,0.125
"123",62,"M35",328.000000000003,-0.0619149150555687,0.121195229229583,0.0258791439037941,0.183110144285152,1
"123",63,"M55",543.999999999983,0.0583566187574517,0.0569722707217736,0.0765364058135459,0.0456473036353094,0.5
"123",64,"M51",423.999999999978,0.0037517661649414,0.00130929281393393,0.0354631366177041,0.132149842791628,0.375
"133",1,"M214",703.999999999999,-0.19018373974688,-0.114129537978296,-0.229462581660084,0.207945451240006,1
"133",2,"M35",711.999999999998,-0.224109843569862,0.00730511331656167,-0.0845286497600441,0.361809350928896,0.875
"133",3,"M55",735.999999999999,-0.0578238149787972,0.0198086393463008,-0.00468268719334454,0.077632454325098,1
"133",4,"M51",784.000000000001,-0.0104760410150438,-0.286696497058767,-0.0912302749091466,0.351574597210451,0.25
"133",5,"M35",744,-0.243784856072722,0.0691474795804422,-0.128273742600335,0.312932335653165,1
"133",6,"M214",832.000000000001,-0.28779405041911,-0.0674198687944789,-0.221914288627621,0.264661766377759,1
"133",7,"M51",816.000000000003,0.0172452670591008,-0.246113318401474,-0.0757876815753445,0.343755906835203,0.25
"133",8,"M55",783.999999999999,-0.0187126373667496,0.0607980328238204,0.0184807284021772,0.0795106701905699,1
"133",9,"M214",808,-0.193752276815457,-0.0788708440415467,-0.217401626625772,0.221652315397972,1
"133",10,"M55",735.999999999997,-0.0425175209769783,-0.0180114894144801,-0.0290191007733775,0.0245060315624982,1
"133",11,"M51",744,0.0767382936715612,-0.292549182815073,-0.0912518944407353,0.369287476486634,0.125
"133",12,"M35",863.999999999997,-0.248800588461307,0.072224960032647,-0.134573154563387,0.323188492115754,1
"133",13,"M51",728.000000000002,0.0397491080065951,-0.264911259584166,-0.104119801225455,0.304660367590761,0.125
"133",14,"M35",832.000000000001,-0.248262793347881,0.0569063515749607,-0.123596567752452,0.30535042568001,1
"133",15,"M214",768.000000000001,-0.255882386331313,-0.10918505008396,-0.255780267402726,0.24420388704163,1
"133",16,"M55",847.999999999999,-0.0754094151596789,0.0530199459344246,-0.0346188747612845,0.128429361094103,1
"133",17,"M51",856.000000000002,0.106341984405203,-0.214746592082125,0.0391252519584524,0.430193865927402,0.375
"133",18,"M55",823.999999999998,0.0255153850888753,0.15533065175349,0.113851860722043,0.129815266664615,1
"133",19,"M35",863.999999999997,-0.163238733747175,0.29129077011416,0.059720811608216,0.454529503861335,1
"133",20,"M214",864.000000000004,-0.196005226483254,0.166017678233022,-0.12722907583417,0.423068697164779,1
"133",21,"M51",920.000000000002,0.21937624816336,0.0987734811499555,0.128656248650745,0.547693861123127,0.25
"133",22,"M35",887.999999999991,-0.163662218734839,0.271945639007299,0.0702058431594948,0.435607857742138,1
"133",23,"M214",911.999999999992,-0.180606400260148,0.0424174909742092,-0.0528115416515779,0.411722624882685,0.5
"133",24,"M55",879.999999999995,0.0690282515500188,0.243684591350377,0.192997951438761,0.174656339800358,1
"133",25,"M214",847.999999999999,-0.152845956326421,0.170591708430915,-0.0717185606386889,0.359624000809551,1
"133",26,"M35",792.000000000002,-0.112655473222165,0.445514832589885,0.160751407806625,0.56974212978188,0.875
"133",27,"M55",792.000000000002,-0.00968699736661849,0.14671424064665,0.0752729936529559,0.156401238013269,1
"133",28,"M51",760.000000000005,0.31152716362956,-0.227066104353017,0.0452826928561645,0.58767131595307,0.25
"133",29,"M214",896.000000000001,-0.162948313024171,0.281642018876459,-0.0300991755823116,0.499610548106585,1
"133",30,"M55",879.999999999995,-0.046202988387735,0.185133897669607,0.0860605943681463,0.231336886057342,1
"133",31,"M35",872,-0.113477053932926,0.417871268900832,0.114359450134541,0.531348322833758,1
"133",32,"M51",935.999999999993,0.258555698608136,-0.197278197176367,0.0891614284536307,0.629945564956426,0.25
"133",33,"M55",847.999999999999,0.006375065052547,0.0599753176982278,0.0440195501259517,0.0536002526456808,1
"133",34,"M51",911.999999999992,0.0909958760554186,-0.228020919587629,0.0256885174303722,0.464886701451097,0.375
"133",35,"M35",831.999999999994,-0.13943742682703,0.193062161479545,-0.0237134858706418,0.34860961117477,1
"133",36,"M214",888.000000000005,-0.194160491413147,-0.0235656093817211,-0.232695857288844,0.360778383360812,1
"133",37,"M35",847.999999999999,-0.161574737878031,0.211010113786129,-0.0273588637120852,0.372584851664161,1
"133",38,"M51",904.000000000011,0.131323881559315,-0.200101993704875,0.0879415713789179,0.50753572315106,0.375
"133",39,"M214",951.999999999998,-0.185461561015915,0.00503344735498496,-0.188197688022822,0.277779392885504,1
"133",40,"M55",783.999999999992,-0.0344233889867903,0.0721249927493694,0.0382695979167425,0.10654838173616,1
"133",41,"M51",792.000000000002,0.199228997012813,-0.234713146608448,-0.00245028704002261,0.452001561167399,0.25
"133",42,"M55",815.999999999974,-0.0236778972491513,0.0299125272460696,0.0174498474743374,0.0573376694219169,0.75
"133",43,"M35",888.000000000005,-0.173541491039953,0.199217918995397,-0.0472044527599194,0.37275941003535,1
"133",44,"M214",903.999999999996,-0.2069691369053,-0.00518477080847007,-0.228189288389018,0.390747127109222,1
"133",45,"M51",879.999999999995,0.0680279269019461,-0.294260018054383,0.0096212352637851,0.534956405121851,0.375
"133",46,"M214",960.000000000008,-0.233750788485628,-0.0017109236374912,-0.178662035328175,0.293967767801396,1
"133",47,"M35",847.999999999985,-0.213199226927456,0.203119072530897,-0.0239938509697228,0.428499490583692,0.875
"133",48,"M55",936.000000000007,-0.0318556235433002,0.0776364522367754,0.0431750900863982,0.113118002128993,0.875
"133",49,"M214",991.99999999999,-0.103145889066542,0.0785783359275912,-0.102717137359431,0.311240323491636,1
"133",50,"M35",944.000000000017,-0.134518363150959,0.350319502055003,0.0793550989925606,0.484837865205963,1
"133",51,"M51",992.000000000019,0.35001029661121,-0.249761817852563,0.176488293943159,0.800232572192427,0.25
"133",52,"M55",1111.99999999999,0.0659694532923491,-0.387872865849762,0.114404424159749,0.626759902611227,0.75
"133",53,"M35",1015.99999999999,-0.120587377503158,0.387241469788446,0.137290164094404,0.513690676490302,0.875
"133",54,"M214",1048,-0.134216517824504,0.259835344183093,-0.0552548483299619,0.468481054945263,1
"133",55,"M51",1096,0.361121369363851,-0.208802753994434,0.193455970904829,0.729978621672987,0.375
"133",56,"M55",975.999999999999,0.0495344390571859,0.208463437516102,0.175095566496582,0.158928998458916,1
"133",57,"M214",1016.00000000002,-0.148293603823438,0.218781781645525,-0.0905233737959293,0.493842998257752,1
"133",58,"M51",912.000000000006,0.311122877546363,-0.176027780068763,0.174923188599927,0.646390204374295,0.25
"133",59,"M55",1096,0.10577666632993,0.195724330247921,0.187445978285517,0.105209493236609,0.625
"133",60,"M35",1080.00000000001,-0.100103205012873,0.456747091249691,0.172912178504583,0.559833936647968,0.875
"133",61,"M214",1080.00000000001,-0.139763355099407,0.164497912155927,-0.100698199801819,0.39913699960033,1
"133",62,"M35",1079.99999999998,-0.0919835789198658,0.423635187015947,0.16021328673245,0.522996645876211,0.875
"133",63,"M51",991.99999999999,0.38819851668459,-0.210474462620193,0.183711352016332,0.734045098818848,0.25
"133",64,"M55",1152.00000000002,0.0808027692987194,0.243206805927034,0.194370740627696,0.162404036628315,1
"102",1,"M214",649.7078533,-0.0476982258393515,-0.217506351668743,-0.106002647350593,1.50398700755306,0.375
"102",2,"M35",527.9129558,-0.0454284218578423,0.234651502143074,0.0184551595978608,0.295504342396138,1
"102",3,"M55",609.5878348,0.0982206646688157,0.172661415045766,0.173552656492646,0.0936447971730434,0.875
"102",4,"M51",450.9525249,0.154549438316672,0.0397095761091445,0.139593262007029,0.239627448105554,0.375
"102",5,"M35",610.8304746,-0.102585472736509,0.185671637713863,-0.0368741717452302,0.288257110450372,1
