"tone","language","session","id","isi","speaker","vowel_vari","informant","token","syllable","onset","offset","f0mean","excursion","maxloc"
33,"md","122_2",79,"short","ds","dv",122,1,"mii",0.0672566824077885,-0.0843968381570025,0.0155679789504525,0.151653520564791,0.125
45,"md","122_2",80,"short","ds","dv",122,1,"mii",-0.0313604573341856,0.19991574752259,0.0852453008056161,0.246317477099229,0.875
33,"md","123_2",1,"long","ss","dv",123,1,"maa",0.105740549365442,-0.120765189598352,0.11511723006005,0.316317470757285,0.625
315,"md","123_2",2,"long","ss","dv",123,1,"maa",-0.0589388721742179,0.322821913950114,0.043203365091302,0.425254034344119,1
241,"md","123_2",3,"long","ss","dv",123,1,"maa",0.126402201102863,-0.216059071998335,0.077369320458974,0.401724531678407,0.5
45,"md","123_2",4,"long","ss","dv",123,1,"maa",-0.0389757743979052,0.130452498295656,0.0662146082293601,0.320929629114814,0.875
45,"md","123_2",5,"long","ss","dv",123,1,"mii",-0.0100968272618197,0.38583698671693,0.126761440429388,0.408614215779062,1
33,"md","123_2",6,"long","ss","dv",123,1,"mii",0.0162238094331954,-0.0170784249089731,0.120583670130547,0.226459639703792,0.75
241,"md","123_2",7,"long","ss","dv",123,1,"mii",0.134619961228085,-0.138586161530096,0.177780734305107,0.466956031166068,0.375
21,"md","123_2",8,"long","ss","dv",123,1,"mii",-0.0349696685059057,-0.156428081355027,-0.056375075343027,0.161309604261007,0.25
315,"md","123_2",9,"long","ss","dv",123,1,"mii",-0.0365272331753849,0.435130240213381,0.0648591537113499,0.482794981760789,1
21,"md","123_2",10,"long","ss","dv",123,1,"maa",-0.0232676568475536,-0.204866143706106,-0.085456129511661,0.181598486858552,0.125
21,"md","123_2",11,"long","ss","sv",123,1,"mii",-0.0293283429458746,-0.219572935268637,-0.0646931199276881,0.239308316149714,0.375
45,"md","123_2",12,"long","ss","sv",123,1,"mii",-0.0725303826450865,0.499672083601196,0.14007539434384,0.572202466246282,1
33,"md","123_2",13,"long","ss","sv",123,1,"mii",-0.00934106165754645,0.038632438648898,0.131377302142663,0.227903397155123,0.75
21,"md","123_2",14,"long","ss","sv",123,2,"mii",-0.0923667869221807,-0.189875645820115,-0.0891484826025679,0.159729395484739,0.375
241,"md","123_2",15,"long","ss","sv",123,2,"mii",0.0279661074373852,-0.131991082054838,0.0623760708915129,0.291518255038164,0.375
315,"md","123_2",16,"long","ss","sv",123,1,"mii",-0.0887595222690407,0.435352715304228,0.0320562827554436,0.524112237573269,1
33,"md","123_2",17,"long","ss","sv",123,2,"mii",0.0671337106948807,-0.0374929111773703,0.105361298953666,0.197314682293382,0.75
315,"md","123_2",18,"long","ss","sv",123,2,"mii",-0.0393715990802363,0.340283964489687,-0.000569717349231873,0.46661577467929,1
241,"md","123_2",19,"long","ss","sv",123,1,"mii",0.0734518213677835,-0.0400762815874091,0.119392212738299,0.249050771344222,0.375
45,"md","123_2",20,"long","ss","sv",123,2,"mii",-0.0172592400161589,0.304023512964667,0.0748057474956458,0.331885104992244,1
315,"md","123_2",21,"long","ds","sv",123,1,"maa",-0.121677074216057,0.206328662798301,-0.107172326832487,0.452053113430424,1
241,"md","123_2",22,"long","ds","sv",123,1,"maa",0.0174906646971572,-0.0658393584533657,0.0506665521564139,0.220572994349837,0.375
315,"md","123_2",23,"long","ds","sv",123,1,"maa",-0.0712291706466159,0.300926712904079,-0.0268667064182431,0.444954682373016,1
45,"md","123_2",24,"long","ds","sv",123,1,"maa",-0.0602161652240077,0.138093752812878,-0.0155984472620316,0.213559944060468,1
21,"md","123_2",25,"long","ds","sv",123,1,"maa",-0.0546823275573074,-0.19845049351898,-0.136627027916154,0.143768165961673,0.125
45,"md","123_2",26,"long","ds","sv",123,1,"maa",0.0333058606101867,0.206280426640814,0.0221314580034058,0.285541800262717,1
241,"md","123_2",27,"long","ds","sv",123,1,"maa",0.0852976220762756,-0.135023337329298,0.0977056749643961,0.328491639560799,0.375
33,"md","123_2",29,"long","ds","sv",123,1,"maa",-0.031683739848301,-0.138137592437897,-0.0438822784009639,0.123651975482607,0.25
21,"md","123_2",30,"long","ds","sv",123,1,"maa",-0.0418417824439728,-0.244111285826895,-0.142735139734101,0.202269503382922,0.125
315,"md","123_2",31,"long","ds","dv",123,1,"maa",-0.0679426070425841,0.210523638510085,-0.106901699084457,0.480104062943345,1
21,"md","123_2",32,"long","ds","dv",123,1,"maa",-0.0381212340982349,-0.203868824823763,-0.12827269368464,0.165747590725528,0.125
241,"md","123_2",33,"long","ds","dv",123,1,"mii",0.0551909670604401,-0.0836713806660532,0.0906260603078343,0.261508042801025,0.375
45,"md","123_2",34,"long","ds","dv",123,1,"mii",-0.0452644938019758,0.331661221522512,0.0728561063317748,0.376925715324487,1
33,"md","123_2",35,"long","ds","dv",123,1,"maa",-0.0511336824542367,-0.102269373066422,-0.0240235523078838,0.108791213136795,0.375
45,"md","123_2",36,"long","ds","dv",123,1,"maa",-0.126772135811748,0.144347359868019,-0.0304233826184091,0.311083050961302,0.875
33,"md","123_2",37,"long","ds","dv",123,1,"mii",0.0126847177444867,-0.00878249580010637,0.0803315531759098,0.132954786164163,0.75
315,"md","123_2",38,"long","ds","dv",123,1,"mii",-0.0385944453894709,0.468790182155028,0.0371605137410872,0.571768792957493,1
241,"md","123_2",39,"long","ds","dv",123,1,"maa",-0.00259993601013475,-0.146785500943585,0.0586203088523885,0.288123956081543,0.5
21,"md","123_2",40,"long","ds","dv",123,1,"mii",0.00302187012630395,-0.147517006972339,-0.0536914884138066,0.157188179457453,0.25
21,"md","123_2",41,"long","ds","dv",123,1,"mii",-0.0563708250544227,-0.118083455854661,-0.0065287938627028,0.183644539506427,0.375
241,"md","123_2",42,"long","ds","dv",123,1,"maa",0.0763764115227207,-0.150911976077954,0.043052840284078,0.319706054591242,0.375
241,"md","123_2",43,"long","ds","dv",123,1,"mii",0.149242741728612,-0.143559156234052,0.20931009535018,0.527501946463603,0.375
33,"md","123_2",44,"long","ds","dv",123,1,"maa",0.058204080130219,-0.125347111761284,-0.0080738720284994,0.183551191891503,0.125
315,"md","123_2",45,"long","ds","dv",123,1,"mii",-0.0240211692854996,0.252093765317134,-0.0196402779274683,0.37598937635504,1
33,"md","123_2",46,"long","ds","dv",123,1,"mii",0.0259632648787077,0.0178288440856503,0.0874401763231018,0.104977749814613,0.75
45,"md","123_2",47,"long","ds","dv",123,1,"maa",-0.0607088835557769,0.0755321927349459,-0.0270636235912456,0.222845456122787,0.875
315,"md","123_2",48,"long","ds","dv",123,1,"maa",-0.0723416946429368,0.148541024462031,-0.0599841122608511,0.304476978838621,1
45,"md","123_2",49,"long","ds","dv",123,1,"mii",-0.0429175514438438,0.148233574387968,-0.0201423982858555,0.222146553723585,1
21,"md","123_2",50,"long","ds","dv",123,1,"maa",-0.000644177569277798,-0.203891917917878,-0.0714090460346903,0.2032477403486,0.125
33,"md","123_2",51,"long","ds","sv",123,1,"mii",0.064374160840733,-0.0171977157391797,0.0879677464058671,0.13395881855681,0.75
45,"md","123_2",52,"long","ds","sv",123,1,"mii",0.00581426780419297,0.304682411730162,0.122461546364083,0.298868143925969,1
33,"md","123_2",53,"long","ds","sv",123,1,"mii",0.0529053966264397,0.0186284370662588,0.0651488825780322,0.0709044854109881,0.75
315,"md","123_2",54,"long","ds","sv",123,1,"mii",-0.000363283834291959,0.271708862564367,-0.0178383914480768,0.403555210483578,1
21,"md","123_2",55,"long","ds","sv",123,1,"mii",-0.0251814337323167,-0.208781120653908,-0.0630196430091595,0.250565714443204,0.25
45,"md","123_2",56,"long","ds","sv",123,1,"mii",-0.0362957568768249,0.296503338524511,0.0428869923337597,0.350098940557845,1
241,"md","123_2",57,"long","ds","sv",123,1,"mii",0.0968945555720579,-0.136096075569856,0.170191633135911,0.444414551513612,0.5
315,"md","123_2",58,"long","ds","sv",123,1,"mii",-0.0149456971537014,0.536690021200082,0.0616543863859962,0.622554291108613,1
21,"md","123_2",59,"long","ds","sv",123,1,"mii",0.0566403464231242,-0.0952792417044636,0.0246099375624986,0.215150430052948,0.25
241,"md","123_2",60,"long","ds","sv",123,1,"mii",0.00720270844789281,0.0238250955091221,0.199245031189332,0.328691875115427,0.5
33,"md","123_2",61,"long","ss","dv",123,2,"mii",0.00653816219818677,-0.0448510167458678,0.0544520921234032,0.135333245160497,0.5
45,"md","123_2",62,"long","ss","dv",123,2,"maa",-0.0924624447335567,0.183210186913542,0.00397768944780551,0.299944351419177,1
21,"md","123_2",63,"long","ss","dv",123,2,"maa",0.0051545491049244,-0.237080246016476,-0.0834054232210046,0.258409939531119,0.25
315,"md","123_2",64,"long","ss","dv",123,2,"maa",-0.0401659708461993,0.193319034288776,-0.0436086673916829,0.354325046693912,1
33,"md","123_2",65,"long","ss","dv",123,2,"maa",0.0188775575605847,-0.158218650912759,-0.026173730725744,0.177096208473344,0.125
45,"md","123_2",66,"long","ss","dv",123,2,"mii",-0.0137297605635026,0.285621108445348,0.0791369610757131,0.299350869008851,1
315,"md","123_2",67,"long","ss","dv",123,2,"mii",-0.0544871373635454,0.342464927860617,-0.0423595758762407,0.520490150486749,1
21,"md","123_2",68,"long","ss","dv",123,2,"mii",-0.0357990418740978,-0.145919767936218,-0.0470897434547879,0.153545170899438,0.25
241,"md","123_2",69,"long","ss","dv",123,2,"mii",0.055621736976122,-0.0512644631948793,0.0755091131187715,0.18356169855131,0.5
241,"md","123_2",70,"long","ss","dv",123,2,"maa",-0.0425277630827777,-0.218069689746862,-0.0356951465320932,0.294255698327155,0.375
315,"md","123_2",71,"long","ss","sv",123,1,"maa",-0.0571645235726893,0.169292152499628,-0.0729180183858994,0.355641489970941,1
241,"md","123_2",72,"long","ss","sv",123,2,"maa",0.0560112275939367,-0.246841742268084,-0.027868128361257,0.366035732510454,0.25
33,"md","123_2",73,"long","ss","sv",123,1,"maa",0.00790059052748906,-0.119734312780992,0.00322129968075554,0.165757447148689,0.375
241,"md","123_2",74,"long","ss","sv",123,1,"maa",0.0243298247993374,-0.226166442695405,-0.010241609663622,0.340666682811993,0.375
21,"md","123_2",75,"long","ss","sv",123,2,"maa",-0.0881774530887841,-0.211254237911778,-0.0750645161418569,0.223600725215847,0.375
33,"md","123_2",76,"long","ss","sv",123,2,"maa",0.023788338174378,-0.125074458651435,-0.0332681928119331,0.148862796825813,0.125
21,"md","123_2",77,"long","ss","sv",123,1,"maa",0.00551128449013317,-0.205673732388361,-0.0904753628276932,0.220821411311208,0.25
315,"md","123_2",78,"long","ss","sv",123,2,"maa",0.0243131873971179,0.185873595859208,-0.0437061230401487,0.358533133101207,1
45,"md","123_2",79,"long","ss","sv",123,2,"maa",-0.0641262836680197,0.0809149957853712,-0.0349611005669877,0.196643005363732,1
45,"md","123_2",80,"long","ss","sv",123,1,"maa",0.00889899449399876,0.179850878455355,0.0368460648269933,0.202093753188299,1
33,"md","123_3",1,"long","ds","sv",123,1,"mii",0.0615836308167887,0.0272724919452717,0.121566840433805,0.135479174780382,0.75
315,"md","123_3",2,"long","ds","sv",123,1,"mii",-0.0642637119883989,0.400079246184193,0.0240589150854778,0.47331193625637,1
21,"md","123_3",3,"long","ds","sv",123,1,"mii",-0.0579886364659912,-0.183257257473152,-0.0826270397527556,0.168791141756089,0.25
315,"md","123_3",4,"long","ds","sv",123,1,"mii",-0.114503697880387,0.11099466369348,-0.100551571534514,0.348764801518931,1
241,"md","123_3",5,"long","ds","sv",123,1,"mii",0.0538707942112584,-0.125191600356479,0.0913048670583825,0.291287637196244,0.5
45,"md","123_3",6,"long","ds","sv",123,1,"mii",-0.0532528294869073,0.0878228599496417,-0.0135757494485888,0.145174136433054,1
241,"md","123_3",7,"long","ds","sv",123,1,"mii",0.176093363568077,-0.0507167079923573,0.225927200436078,0.390336556458415,0.375
21,"md","123_3",8,"long","ds","sv",123,1,"mii",-0.0468685890092625,-0.176884941512651,-0.0748246566402212,0.149436249628925,0.25
33,"md","123_3",9,"long","ds","sv",123,1,"mii",0.00757183830373079,-0.0150735073781499,0.0432915707865635,0.0904974385211387,0.625
45,"md","123_3",10,"long","ds","sv",123,1,"mii",-0.0324560872333091,0.230480487443673,0.080580020567462,0.274959329307718,1
21,"md","123_3",11,"long","ss","sv",123,2,"mii",-0.0827559635129207,-0.241107327262106,-0.137363652701237,0.169752833575405,0.25
45,"md","123_3",12,"long","ss","sv",123,2,"mii",-0.0514936699882102,0.151311590551054,-0.00261750150672021,0.215456727296586,1
33,"md","123_3",13,"long","ss","sv",123,1,"mii",-0.018181723401758,-0.0571195052235199,0.0154320491590319,0.0959909222837384,0.25
241,"md","123_3",14,"long","ss","sv",123,1,"mii",0.0310664472875501,-0.196103632570445,0.0536797874699692,0.368837043909097,0.5
21,"md","123_3",15,"long","ss","sv",123,1,"mii",-0.0499057937952647,-0.279991203300784,-0.108648717849935,0.256538681968521,0.25
315,"md","123_3",16,"long","ss","sv",123,1,"mii",-0.0295209062616897,0.243232063441648,-0.0445711731509026,0.387045970308086,1
241,"md","123_3",17,"long","ss","sv",123,2,"mii",0.0765139121006411,-0.180524400047271,0.0399859333306252,0.302726173778646,0.25
45,"md","123_3",18,"long","ss","sv",123,1,"mii",-0.0554248025231524,0.334288131247576,0.0683822209479614,0.389712933770728,1
315,"md","123_3",19,"long","ss","sv",123,2,"mii",-0.105525423752688,0.0132186502796481,-0.133521832717179,0.223011419335824,1
33,"md","123_3",20,"long","ss","sv",123,2,"mii",-0.00808144841231078,-0.0568298870874203,0.00745372539972632,0.0857206796261929,0.625
315,"md","123_3",21,"long","ss","sv",123,2,"maa",-0.0413435437690497,0.194532583399776,-0.0447162989329936,0.338417338216493,1
315,"md","123_3",22,"long","ss","sv",123,1,"maa",-0.109995009917791,0.0588475899555182,-0.0934525412105469,0.215351876434746,1
45,"md","123_3",23,"long","ss","sv",123,2,"maa",-0.0664000181428876,0.195970167958037,0.0109991824872291,0.28397460457511,1
241,"md","123_3",24,"long","ss","sv",123,2,"maa",0.0231993359299154,-0.0820313062628931,0.0314273002493867,0.186561696525678,0.375
45,"md","123_3",25,"long","ss","sv",123,1,"maa",-0.072396599832274,0.0381193795765538,-0.00999608751435255,0.177807784639594,0.875
33,"md","123_3",26,"long","ss","sv",123,2,"maa",-0.0261293424534251,-0.125940832217431,-0.0360837591284911,0.138835487565534,0.5
21,"md","123_3",27,"long","ss","sv",123,1,"maa",-0.0503993986571648,-0.156026178254001,-0.0758363068412428,0.130924860856935,0.25
33,"md","123_3",28,"long","ss","sv",123,1,"maa",-0.00914601975998138,-0.120874231016682,-0.0444763602504586,0.1117282112567,0.125
241,"md","123_3",29,"long","ss","sv",123,1,"maa",0.0859327909960727,-0.0608425085648283,0.0629916079297183,0.203980080161843,0.25
21,"md","123_3",30,"long","ss","sv",123,2,"maa",-0.0616727134610735,-0.216386235183811,-0.102596125226443,0.207080790136976,0.25
45,"md","123_3",31,"long","ds","dv",123,1,"maa",0.00420851788947771,0.244927715989519,0.055876056102754,0.277246016923863,1
21,"md","123_3",32,"long","ds","dv",123,1,"mii",-0.0336696599257242,-0.135459292948517,-0.0682417195266576,0.115341791375398,0.25
241,"md","123_3",33,"long","ds","dv",123,1,"mii",0.0417792387676871,-0.240899060469958,0.0219125956102115,0.365601583881716,0.375
315,"md","123_3",34,"long","ds","dv",123,1,"maa",-0.0805390076224022,0.104412260500848,-0.137593455854299,0.389864968917705,1
241,"md","123_3",35,"long","ds","dv",123,1,"maa",0.0837905779300685,-0.191396962868558,0.0592137552296922,0.331290971385323,0.5
33,"md","123_3",36,"long","ds","dv",123,1,"mii",0.00478534594339784,-0.0428625804696439,0.0349148947845052,0.107895266547489,0.5
33,"md","123_3",37,"long","ds","dv",123,1,"maa",-0.0362714832080981,-0.11121424519466,-0.0196795187663197,0.125038073795989,0.25
315,"md","123_3",38,"long","ds","dv",123,1,"mii",-0.0598959019845147,0.552879893086106,0.0716937142677281,0.625684069135803,1
45,"md","123_3",39,"long","ds","dv",123,1,"mii",0.0103306661913336,0.226822647220978,0.153527397208503,0.294719905864927,0.875
21,"md","123_3",40,"long","ds","dv",123,1,"maa",-0.135667969009802,-0.278309715551842,-0.189462118000146,0.163438067669876,0.25
315,"md","123_3",41,"long","ss","dv",123,2,"maa",-0.0590471827472274,0.130862276839054,-0.0424938777011812,0.237933500661499,1
241,"md","123_3",42,"long","ss","dv",123,2,"maa",-0.075959906460747,-0.229296836000069,-0.0180222680682215,0.319422838572204,0.375
21,"md","123_3",43,"long","ss","dv",123,2,"maa",-0.0199187785205976,-0.250961957251869,-0.0780550834766143,0.258929073731024,0.375
45,"md","123_3",44,"long","ss","dv",123,2,"maa",-0.0546858508321828,0.182386934892669,-0.0160925881362631,0.300820177580443,1
33,"md","123_3",45,"long","ss","dv",123,2,"maa",-0.0364440970864941,-0.0988772748643684,-0.0222447212135265,0.102033232189525,0.75
45,"md","123_3",46,"long","ss","dv",123,2,"mii",-0.082754671397509,0.244078417790867,0.0332075213293155,0.326833089188376,1
33,"md","123_3",47,"long","ss","dv",123,2,"mii",-0.0139335299108024,-0.0581148478425025,0.0142422378860181,0.0974545791927883,0.5
241,"md","123_3",48,"long","ss","dv",123,2,"mii",0.0427223708369754,-0.0512092817303084,0.0985213884466457,0.225768570551414,0.5
315,"md","123_3",49,"long","ss","dv",123,2,"mii",-0.0896047092416899,0.0753077553408967,-0.134197160907161,0.324960028758257,1
21,"md","123_3",50,"long","ss","dv",123,2,"mii",-0.0287412951317269,-0.160964980736832,-0.0712379415054066,0.140236410824862,0.25
33,"md","123_3",51,"long","ss","dv",123,1,"mii",0.00953082273438528,-0.0809808136559117,0.0232277286160828,0.130214879295843,0.625
241,"md","123_3",52,"long","ss","dv",123,1,"mii",-0.0145109835451709,-0.118513104842164,0.0382030533428495,0.235399475470986,0.5
241,"md","123_3",53,"long","ss","dv",123,1,"maa",-0.00748462331164638,-0.108635304560895,0.0319658197949669,0.225804785550197,0.375
21,"md","123_3",54,"long","ss","dv",123,1,"maa",-0.069614920666856,-0.182175965528237,-0.116095720571823,0.123966769116681,0.25
315,"md","123_3",55,"long","ss","dv",123,1,"maa",-0.0865168273597821,0.137557153675619,-0.0997288469320232,0.327066449556398,1
33,"md","123_3",56,"long","ss","dv",123,1,"maa",0.0195603817915493,-0.101284342678218,-0.0200062418130206,0.120844724469768,0.125
45,"md","123_3",57,"long","ss","dv",123,1,"maa",-0.0691527687488409,0.116594428953893,-0.059485344853946,0.254113851915132,1
21,"md","123_3",58,"long","ss","dv",123,1,"mii",0.038505126820227,-0.0917401290800711,-0.00786751881344052,0.130245255900298,0.125
315,"md","123_3",59,"long","ss","dv",123,1,"mii",-0.0361885830494788,0.2314283249853,-0.00959968166674672,0.312574959144521,1
45,"md","123_3",60,"long","ss","dv",123,1,"mii",-0.0670544985481296,0.119083008377607,0.0498569443330492,0.256875563506032,0.875
315,"md","123_3",61,"long","ds","dv",123,1,"maa",-0.0655503041281682,0.184872116957787,-0.0392959990165362,0.325818011530922,1
241,"md","123_3",62,"long","ds","dv",123,1,"maa",0.0633294396856845,-0.0729275850216781,0.0763551934789291,0.244987915919455,0.375
33,"md","123_3",63,"long","ds","dv",123,1,"mii",-0.0197949321427137,-0.048849657591007,0.0140033763654856,0.0993505066982834,0.375
33,"md","123_3",64,"long","ds","dv",123,1,"maa",-0.0662605831695666,-0.0601415721908293,-0.00389555750359561,0.112169350345973,0.375
21,"md","123_3",65,"long","ds","dv",123,1,"maa",-0.0344128936142043,-0.21007667598858,-0.0721950530061899,0.213076860098057,0.25
241,"md","123_3",66,"long","ds","dv",123,1,"mii",0.139946580502332,-0.0283423379236727,0.169081106967899,0.307062620242311,0.5
45,"md","123_3",67,"long","ds","dv",123,1,"mii",-0.00412742595166377,0.216005467242989,0.0204148315501767,0.258736790542847,1
21,"md","123_3",68,"long","ds","dv",123,1,"mii",-0.0966428486602397,-0.151563065456546,-0.0979728178324042,0.107098206091455,0.25
315,"md","123_3",69,"long","ds","dv",123,1,"mii",-0.0780513457410565,0.21293540278575,-0.0632664647156744,0.364554761034702,1
45,"md","123_3",70,"long","ds","dv",123,1,"maa",-0.0333356038118314,0.175472600986472,-0.0407363847975966,0.331928822252978,1
241,"md","123_3",71,"long","ds","sv",123,1,"maa",0.0310995202637821,-0.180031748865917,0.0216442909732089,0.291091673714164,0.25
21,"md","123_3",72,"long","ds","sv",123,1,"maa",-0.0602399001490128,-0.24197223529539,-0.158964576202673,0.181732335146378,0.125
315,"md","123_3",73,"long","ds","sv",123,1,"maa",-0.116930806906395,0.102234303888196,-0.136505566201811,0.345083373486652,1
21,"md","123_3",74,"long","ds","sv",123,1,"maa",0.0127139507482825,-0.253227929031968,-0.0628778665976489,0.270373961332691,0.25
45,"md","123_3",75,"long","ds","sv",123,1,"maa",-0.129874430306097,0.0861859613691783,-0.0978546692590778,0.294467356934935,1
241,"md","123_3",76,"long","ds","sv",123,1,"maa",0.0874276944436749,-0.194356641519734,0.0682277459560064,0.345219404403071,0.375
315,"md","123_3",77,"long","ds","sv",123,1,"maa",-0.111282725479723,0.143790153787016,-0.17541735884018,0.479180578365654,1
33,"md","123_3",78,"long","ds","sv",123,1,"maa",-0.00715198921892711,-0.0892757169768821,-0.020947945508482,0.0842840465327361,0.5
33,"md","123_3",79,"long","ds","sv",123,1,"maa",-0.0364779119098068,-0.112309538339963,-0.0331144714098507,0.10980816433596,0.25
45,"md","123_3",80,"long","ds","sv",123,1,"maa",-0.040886659870391,0.0287646219505479,0.0238652569198663,0.15309277628282,0.875
21,"md","125_1",1,"short","ds","dv",125,1,"maa",-0.0146286770219342,-0.253984387595452,-0.0223060968354512,0.318381053463444,0.375
45,"md","125_1",2,"short","ds","dv",125,1,"mii",0.016364530854681,0.231045087754261,0.064032336105536,0.228028071079482,1
45,"md","125_1",3,"short","ds","dv",125,1,"maa",-0.52693570748241,0.134220801234471,-0.153451324396426,0.661156508716881,1
315,"md","125_1",4,"short","ds","dv",125,1,"mii",-0.0430854557858054,0.127211357174517,-0.0255114961476826,0.205080039189779,1
241,"md","125_1",5,"short","ds","dv",125,1,"mii",0.100693490897222,-0.0597977319305835,0.128730194057877,0.29149499425723,0.5
21,"md","125_1",6,"short","ds","dv",125,1,"mii",-0.00585007631455886,-0.0832597376015305,0.0173077311678928,0.1595274589979,0.5
315,"md","125_1",7,"short","ds","dv",125,1,"maa",-0.330063660654907,0.152312130550531,-0.265128487416776,0.704309994476231,1
33,"md","125_1",8,"short","ds","dv",125,1,"mii",0.113829654641532,0.100101123936091,0.140747270496403,0.079734146893514,0.75
33,"md","125_1",9,"short","ds","dv",125,1,"maa",0.0770367970416115,0.0111487870443161,0.0410365253737116,0.0680728613351299,0.125
241,"md","125_1",10,"short","ds","dv",125,1,"maa",-0.0157666639780375,-0.50348648463802,-0.0247115480629964,0.683981542874557,0.5
33,"md","125_1",11,"short","ss","dv",125,1,"mii",0.0701494022824989,0.0704465774612834,0.102852478289411,0.074056860416865,0.75
21,"md","125_1",12,"short","ss","dv",125,1,"maa",0.0554751032198006,-0.461553665801077,-0.000738317944561444,0.590793723149481,0.375
21,"md","125_1",13,"short","ss","dv",125,1,"mii",0.073353652317693,-0.124494254021845,0.0530863871586468,0.244865304367623,0.375
315,"md","125_1",14,"short","ss","dv",125,1,"maa",-0.0715407824398381,0.164500453309122,-0.0375289000732707,0.268729022797626,1
241,"md","125_1",15,"short","ss","dv",125,1,"maa",0.292425987080782,-0.10995632207158,0.0559967576494741,0.402382309152361,0.125
45,"md","125_1",16,"short","ss","dv",125,1,"mii",-0.0156612856499083,0.265503847154605,0.068079378740763,0.281165132804514,1
315,"md","125_1",17,"short","ss","dv",125,1,"mii",0.00458179134890753,0.184642237373538,0.0264340202404226,0.207404723349133,1
33,"md","125_1",18,"short","ss","dv",125,1,"maa",0.0220589270012361,-0.0453987171142512,-0.00446887870859123,0.0873576280305753,0.375
45,"md","125_1",19,"short","ss","dv",125,1,"maa",-0.0938207065682057,0.124088218949895,-0.11769823079462,0.592168928325692,1
241,"md","125_1",20,"short","ss","dv",125,1,"mii",0.0758988126628537,-0.0345882003880762,0.101451909934579,0.210075161623466,0.5
45,"md","125_1",21,"short","ss","sv",125,1,"mii",0.0514574220796798,0.278887269005551,0.132586063855991,0.233871013548215,1
241,"md","125_1",22,"short","ss","sv",125,2,"mii",0.111699779730688,0.0979254866143808,0.153905187268969,0.186309528858067,0.375
21,"md","125_1",23,"short","ss","sv",125,1,"mii",0.0839065087450117,-0.0555155130910831,0.0840785125416725,0.238391966969484,0.375
33,"md","125_1",24,"short","ss","sv",125,1,"mii",0.0800182515416285,-0.0107496044956803,0.116089050893569,0.1844112067439,0.5
21,"md","125_1",25,"short","ss","sv",125,2,"mii",0.011041792971335,-0.0761827293912852,0.00255538435518471,0.129857146077343,0.25
315,"md","125_1",26,"short","ss","sv",125,1,"mii",0.0662952188044781,0.331380636661771,0.121759916001066,0.290937740957097,1
241,"md","125_1",27,"short","ss","sv",125,1,"mii",0.0756723688692563,0.020462152283275,0.149569857951987,0.21435861712605,0.625
33,"md","125_1",28,"short","ss","sv",125,2,"mii",0.0620095997380053,0.0491282709574671,0.10810491544799,0.097224527013019,0.5
315,"md","125_1",29,"short","ss","sv",125,2,"mii",0.0237914269469934,0.432146035622875,0.133660727996644,0.408354608675882,1
45,"md","125_1",30,"short","ss","sv",125,2,"mii",-0.0596536014035291,0.188845368450078,0.053321082624645,0.248498969853607,1
241,"md","125_1",31,"short","ds","dv",125,1,"maa",-0.345743048804733,-0.0243658734708287,0.0270565304346899,0.498115223748314,0.5
315,"md","125_1",32,"short","ds","dv",125,1,"maa",0.10335869143502,-0.510133633021389,-0.424169127884022,0.631256539122494,0.125
241,"md","125_1",33,"short","ds","dv",125,1,"mii",0.149431310743871,0.0126741932695046,0.127301873472343,0.170045463976277,0.625
315,"md","125_1",34,"short","ds","dv",125,1,"mii",0.00671818029741762,0.275348177430654,0.0773460463076785,0.268629997133236,1
45,"md","125_1",35,"short","ds","dv",125,1,"maa",-0.0899182337400868,0.163151283978588,-0.0220170427903367,0.253485712831735,1
33,"md","125_1",36,"short","ds","dv",125,1,"mii",0.185177902784767,0.0533533811116197,0.123720386950288,0.131824521673147,0.125
21,"md","125_1",37,"short","ds","dv",125,1,"mii",0.0211271955295915,-0.0375601459993135,0.0211939540435915,0.0978052133223238,0.25
45,"md","125_1",38,"short","ds","dv",125,1,"mii",-0.0212214151650738,0.277552921114501,0.0706994422274913,0.298774336279575,1
21,"md","125_1",39,"short","ds","dv",125,1,"maa",-0.0418811491894509,-0.507635660335312,-0.167897803312185,0.482129970986707,0.375
33,"md","125_1",40,"short","ds","dv",125,1,"maa",0.120747497028816,0.0246311803522691,0.0494944625778614,0.0961163166765469,0.125
45,"md","125_1",41,"short","ds","sv",125,1,"maa",-0.0740011385400537,0.0682846166823685,-0.0560208557610485,0.174327735894057,1
33,"md","125_1",42,"short","ds","sv",125,1,"maa",-0.0532359149083868,0.111854634913239,0.0154241545305804,0.165090549821626,1
21,"md","125_1",43,"short","ds","sv",125,1,"maa",0.0341446403540415,-0.52695150710832,-0.130841898563123,0.561096147462361,0.125
241,"md","125_1",44,"short","ds","sv",125,1,"maa",0.0319533434761963,-0.149740362979027,0.0582502904326478,0.278089058649236,0.625
21,"md","125_1",45,"short","ds","sv",125,1,"maa",-0.010190719308526,-0.560795925361226,-0.186441129251661,0.5506052060527,0.125
241,"md","125_1",46,"short","ds","sv",125,1,"maa",-0.549544041529401,-0.437444092940696,-0.154893709536338,0.615531205471833,0.5
315,"md","125_1",47,"short","ds","sv",125,1,"maa",0.0357660141352888,0.152112225388845,-0.177263881033904,0.710336643693815,1
45,"md","125_1",48,"short","ds","sv",125,1,"maa",-0.563268713072822,0.0365476259712485,-0.379150589450645,0.620300450201206,1
