"language","tone","informant","token","syllable","duration","onset","offset","f0mean","excursion","maxloc"
"Thai","33","F3","2","mi",848.104166666673,-0.0346530586577029,-0.232627936895301,-0.0336316344416317,0.244185600126625,0.375
"Thai","33","F3","3","mi",781.354166666659,-0.0505765100420829,-0.182463490505543,-0.0310859427922693,0.192531808380525,0.375
"Thai","33","F3","4","mi",781.416666666672,0.0291047205940617,-0.165337292250201,0.0134209654613843,0.228489159541693,0.25
"Thai","45","F3","1","mi",754.333333333335,0.0788886496493485,0.334459415642649,0.173579717354753,0.2555707659933,1
"Thai","45","F3","2","mi",743.479166666674,0.0451895970511203,0.237182324421853,0.0994870547157343,0.191992727370733,1
"Thai","45","F3","3","mi",825.250000000011,0.0256779484971619,0.324506589681238,0.120487889784725,0.298828641184076,1
"Thai","45","F3","4","mi",736.979166666657,0.0234542983102462,0.306257134141012,0.119234687721256,0.282802835830766,1
"Thai","21","F4","1","ma",735.958333333343,-0.0429551193119862,-0.217611256504532,-0.111975310200371,0.199566156098827,0.25
"Thai","21","F4","2","ma",751.104166666664,-0.0490220430717161,-0.287786021106274,-0.144498635417114,0.251020134076205,0.25
"Thai","21","F4","3","ma",758.270833333341,-0.0492164736538539,-0.228715156032814,-0.124525290878865,0.204309461766773,0.25
"Thai","21","F4","4","ma",683.291666666662,-0.0646254720472716,-0.222001408521997,-0.121200577453797,0.192031442043572,0.25
"Thai","21","F4","5","ma",673.708333333337,-0.0589445926223242,-0.25939176190678,-0.14261928983202,0.237324376153034,0.25
"Thai","21","F4","6","ma",704.020833333345,-0.0445918257576625,-0.233006152906254,-0.119648162827412,0.222714506644731,0.25
"Thai","241","F4","1","ma",678.520833333323,0.0259978328183971,-0.120640580873341,0.0724315774235193,0.271714493004511,0.5
"Thai","241","F4","2","ma",624.249999999989,0.0445331588547206,-0.150525938779128,0.0908966527844371,0.331083490448143,0.625
"Thai","241","F4","3","ma",607.520833333325,0.10186427721028,-0.137641851944496,0.111570715093328,0.331746992594376,0.5
"Thai","241","F4","4","ma",621.062499999994,0.106984521570625,-0.350105936227644,0.0834261123792264,0.553562768765125,0.5
"Thai","241","F4","5","ma",637.020833333338,0.0337138524581841,-0.062646183875373,0.132324711579106,0.27917791703979,0.625
"Thai","241","F4","6","ma",672.124999999994,0.0475214006125238,-0.114643692719127,0.0996684297157952,0.294368305250435,0.5
"Thai","315","F4","1","ma",834.875000000011,-0.0820058920339974,-0.166355209783165,-0.171110103595733,0.132152485397822,0.125
"Thai","315","F4","2","ma",763.06249999999,-0.0292022173025246,-0.0639078705077498,-0.0971668079456037,0.122173688702128,0.125
"Thai","315","F4","3","ma",736.729166666692,-0.093268046941186,-0.0616408542870828,-0.130683322343131,0.118336239557788,1
"Thai","315","F4","4","ma",750.291666666669,-0.0741147966458764,-0.0557528494569376,-0.123919044915213,0.127280483205875,1
"Thai","315","F4","5","ma",707.208333333313,-0.0611377721171538,-0.0877577725869109,-0.125312864960219,0.113607979275511,0.125
"Thai","315","F4","6","ma",731.97916666669,-0.0459098159193085,-0.0205594427555043,-0.0903533231003396,0.139848945496516,0.25
"Thai","33","F4","1","ma",716.791666666666,-0.0253193014239119,-0.102836763419324,-0.0483326212727136,0.0802758251264857,0.25
"Thai","33","F4","2","ma",822.104166666691,-0.0877320216170539,-0.1431485134968,-0.0783472636108306,0.0947503648030894,0.75
"Thai","33","F4","3","ma",755.875000000003,-0.0342187395394432,-0.101095643372983,-0.0312788791664117,0.0966896111649708,0.25
"Thai","33","F4","4","ma",713.604166666642,0.0276155793943104,-0.0699036593791473,-0.00563251232275576,0.0975192387734577,0.125
"Thai","33","F4","5","ma",692.875000000015,-0.0211389219323658,-0.0624589740182233,0.00297739830917976,0.0970806740969046,0.75
"Thai","33","F4","6","ma",735.958333333315,-0.0398388735560522,-0.153107403614005,-0.0499523547177964,0.136948859518035,0.25
"Thai","45","F4","1","ma",723.187499999995,-0.0534187344213101,0.0627037142586287,-0.0251944964787269,0.125889734679259,1
"Thai","45","F4","2","ma",698.458333333349,-0.0600598938550405,0.104439826143834,-0.0201808734494264,0.164499719998874,1
"Thai","45","F4","3","ma",727.166666666676,-0.005457855370915,0.152016769015067,0.0267974862335454,0.173735866327239,1
"Thai","45","F4","4","ma",723.166666666657,-0.0116856353493014,0.169125404313003,0.0432316178035469,0.180811039662304,1
"Thai","45","F4","5","ma",678.499999999985,0.0342711461003597,0.141329748857029,0.0240444974650489,0.171642388767374,1
"Thai","45","F4","6","ma",790.208333333339,0.0207023461405153,0.188641509876267,0.0525047789065614,0.184516979347459,1
"Thai","21","F4","1","mi",745.52083333333,-0.0493934919816774,-0.202111834327178,-0.104613194664756,0.170218698184539,0.25
"Thai","21","F4","2","mi",686.479166666686,-0.0939304222099069,-0.175674580146274,-0.0643225523909982,0.214756804030603,0.375
"Thai","21","F4","3","mi",724.770833333309,-0.0160854958313305,-0.179631704547904,-0.0888615718296709,0.181369473057679,0.25
"Thai","21","F4","4","mi",772.645833333343,-0.034035397579324,-0.207255822569237,-0.0990660579738744,0.213164629366123,0.25
"Thai","21","F4","5","mi",627.458333333323,0.0137403292556245,-0.187566056552323,-0.0560447757421487,0.233255695601457,0.25
"Thai","21","F4","6","mi",732.75000000001,-0.0350052522002703,-0.179398169895666,-0.0531468083154766,0.222571683385585,0.375
"Thai","241","F4","1","mi",605.104166666649,0.0737995817710086,-0.17975135383616,0.134630889063962,0.449540728508228,0.5
"Thai","241","F4","2","mi",581.187499999999,0.0999729294819916,-0.109223118319973,0.194503722035524,0.443276044788973,0.625
"Thai","241","F4","3","mi",708.020833333308,0.145489372561746,-0.390554161731136,0.129669427712279,0.717495790635481,0.375
"Thai","241","F4","4","mi",608.312500000011,0.164121711815377,-0.180153485386305,0.189167690280603,0.4893119896365,0.5
"Thai","241","F4","5","mi",665.750000000003,0.134380890901323,-0.174824657783797,0.227143132384058,0.582932941601347,0.5
"Thai","241","F4","6","mi",668.937500000027,0.0934387655806513,-0.142404548200025,0.174952609269812,0.438348362522046,0.5
"Thai","315","F4","1","mi",713.604166666642,-0.0846578734950922,0.0351561898655965,-0.0826976291788254,0.164616703278633,1
"Thai","315","F4","2","mi",727.166666666676,-0.0770078841153193,0.0912409953263751,-0.0568142609248128,0.216391305956166,1
"Thai","315","F4","3","mi",664.958333333345,-0.0391300449939415,0.0574378587784454,-0.0484299834731654,0.158014676542948,1
"Thai","315","F4","4","mi",625.85416666667,-0.0524842068977352,0.051439067997407,-0.057699029135096,0.17802193631348,1
"Thai","315","F4","5","mi",737.520833333349,0.0156898258568825,0.1313969178813,-0.000787812098782936,0.211639020399501,1
"Thai","315","F4","6","mi",652.895833333332,0.000266126045277084,0.227443243888304,0.0110668259799934,0.287352346691784,1
"Thai","33","F4","1","mi",681.708333333347,0.0100630481797152,-0.137927574519913,-0.0342013677782573,0.162858442426377,0.25
"Thai","33","F4","2","mi",820.499999999981,-0.00472706683612631,-0.101560248165279,-0.00810340572311686,0.126827844696999,0.25
"Thai","33","F4","3","mi",724.770833333309,0.0246518245365218,-0.124878717415328,0.0150609208865264,0.187465086847433,0.25
"Thai","33","F4","4","mi",727.958333333333,0.0301238380811296,-0.211802267797918,0.0444853287088328,0.31938278839894,0.375
"Thai","33","F4","5","mi",640.208333333305,0.0862808069617601,-0.0651643375577925,0.0827731283533334,0.183860915761307,0.25
"Thai","33","F4","6","mi",710.416666666674,0.0391173089992532,-0.0886001543314726,0.0612686613902465,0.194252231206477,0.375
"Thai","45","F4","1","mi",659.354166666674,0.0195012771896606,0.197882118084891,0.0866991636569773,0.17838084089523,1
"Thai","45","F4","2","mi",602.729166666677,-0.0453160355688094,0.210053514489715,0.058820971585394,0.255369550058524,1
"Thai","45","F4","3","mi",652.958333333345,-0.0229497506376494,0.247164877430211,0.0670837736278178,0.27011462806786,1
"Thai","45","F4","4","mi",668.937500000027,0.00579951815033787,0.243923290842143,0.0893012228735007,0.238123772691805,1
"Thai","45","F4","5","mi",724.791666666647,0.0607420199685912,0.225932944426437,0.111353418218061,0.165190924457845,1
"Thai","45","F4","6","mi",684.520833333352,0.027061695917388,0.198614491594695,0.0988653199972403,0.171552795677307,1
"Thai","21","M1","1","ma",836.979166666652,-0.00174974996138508,-0.197409858894361,-0.0996718384257631,0.195660108932975,0.125
"Thai","21","M1","2","ma",617.583333333357,0.0679864043519878,-0.177685876510494,-0.0607742198774198,0.245672280862482,0.125
"Thai","21","M1","3","ma",716.124999999977,0.0269659407658474,-0.192016276509029,-0.0754241701165525,0.219537357709192,0.25
"Thai","21","M1","4","ma",667.854166666643,-0.0083521473727362,-0.201381904072891,-0.103094405000151,0.193029756700155,0.125
"Thai","241","M1","1","ma",619.437500000004,-0.00681210672220715,-0.233064747073104,-0.0134562585832651,0.300639420631875,0.625
"Thai","241","M1","2","ma",635.437500000023,0.102271813467743,-0.135491922307855,0.0860395967764653,0.283639317929351,0.5
"Thai","241","M1","3","ma",557.08333333331,0.085822597380799,-0.175171051173962,0.0871985519042053,0.340957753650016,0.625
"Thai","241","M1","4","ma",652.125000000012,0.017215731382837,-0.213667647443863,0.0375904982509992,0.333369240878424,0.5
"Thai","315","M1","1","ma",721.812499999999,0.00706904102614593,-0.0193618608689673,-0.0979671572857724,0.202467377733468,0.125
"Thai","315","M1","2","ma",664.687500000014,0.0100706412827307,0.108605969389781,-0.0558867740388682,0.257324115235338,1
"Thai","315","M1","3","ma",553.83333333333,-0.00425707841615483,0.0508115176835453,-0.0966564815608247,0.251409987286358,1
"Thai","315","M1","4","ma",630.145833333358,-0.0194919848230425,0.106184971862742,-0.0702273568110906,0.276919960604082,1
"Thai","33","M1","1","ma",872.166666666658,-0.0603067309236799,-0.233617771061711,-0.11298452311438,0.173311040138031,0.125
"Thai","33","M1","2","ma",837.437500000021,0.0304564622527379,-0.100666866416547,-0.0064116630025546,0.131123328669285,0.125
"Thai","33","M1","3","ma",774.625000000015,-0.0702445004528395,-0.111963325668422,-0.0670728977699865,0.0688285846653477,0.25
"Thai","33","M1","4","ma",843.708333333325,-0.0566627493105585,-0.148854036699014,-0.0797674233916489,0.0921912873884551,0.125
"Thai","45","M1","1","ma",753.791666666643,-0.0761711390907167,0.01633924695639,-0.0522869573186046,0.152179774065863,0.875
"Thai","45","M1","2","ma",614.458333333346,0.0274414457105204,0.15380894700338,0.0992221276577425,0.210663784004981,0.875
"Thai","45","M1","3","ma",547.354166666651,-0.0148854660852538,0.120331958121996,0.0311662297442636,0.149793915854741,0.875
"Thai","45","M1","4","ma",564.20833333334,-0.0267386614034059,0.0734887417041537,0.0232599063284408,0.186603876836752,0.875
"Thai","21","M1","1","mi",795.395833333316,-0.086620488742506,-0.298099728110075,-0.208988863206413,0.211479239367569,0.125
"Thai","21","M1","2","mi",714.958333333357,0.0644905644267317,-0.135564683868356,-0.0388904201792395,0.200055248295087,0.125
"Thai","21","M1","3","mi",618.770833333315,0.060236514753066,-0.136971617803801,-0.0168932568414589,0.212561891094053,0.25
"Thai","21","M1","4","mi",598.749999999995,0.0485910491713509,-0.170836639751135,-0.0429527341172799,0.228640587394465,0.25
"Thai","241","M1","1","mi",699.41666666665,0.0998645746829493,-0.224121892873736,0.120704540842099,0.44935754195275,0.5
"Thai","241","M1","2","mi",636.4375,0.181651445982586,-0.170750579657606,0.165243130508836,0.449711236586192,0.5
"Thai","241","M1","3","mi",527.854166666657,0.156058804525247,-0.157730262437409,0.170316280692602,0.453157238168679,0.5
