Word,Pinyin,Tag,WF,HD,PF,CF,NC,NS,NWF,AoL,NM,REG,AoA,CON,FAM,IMG
狮,shi1,n,3,41,1454,26,4,9,3,2,1,1,3.8,6.76,6.42,6.72
湿,shi1,a,17,41,1454,56,3,12,15,2,1,0,3.53,6.23,6.93,6.27
石,shi2,n,62,42,8844,507,1,5,102,2,2,0,2.62,6.62,6.81,6.1
时,shi2,n,1078,42,8844,3913,2,7,104,1,4,-1,3.31,3.65,6.33,4.64
识,shi2,v,13,42,8844,483,3,7,23,3,4,-1,3.61,4.24,6.3,4.79
实,shi2,a,31,42,8844,1621,3,8,98,2,3,0,3.67,3.43,5.48,4.04
拾,shi2,v,13,42,8844,57,4,9,4,3,2,-1,4.28,5.68,5.94,5.75
食,shi2,n,15,42,8844,254,1,9,59,3,3,0,3.35,5.89,6.42,5.87
使,shi3,v,1086,14,2222,1175,2,8,38,2,4,-1,4.1,3.31,6.35,3.55
始,shi3,v,4,14,2222,515,3,8,13,2,2,-1,4.15,3.46,5.16,3.29
驶,shi3,v,36,14,2222,65,3,8,6,4,2,1,4.87,5.21,6.41,5.35
屎,shi3,n,20,14,2222,8,2,9,4,14,1,-1,3.64,6.89,6.74,6.58
市,shi4,n,847,86,24344,1208,2,5,38,2,3,0,3.44,5.46,6.23,5.46
示,shi4,v,8,86,24344,383,1,5,24,2,1,0,4.25,3.72,6.23,3.74
事,shi4,n,1015,86,24344,2577,1,8,110,2,4,0,3.33,4.38,6.9,5.25
势,shi4,n,19,86,24344,404,3,8,52,5,3,-1,4.7,3.1,6,3.55
视,shi4,v,37,86,24344,524,2,8,59,2,3,-1,3.81,5.35,6.62,5.24
试,shi4,v,103,86,24344,248,3,8,24,3,2,1,3.89,4.16,6.33,4.82
饰,shi4,v,2,86,24344,74,3,8,12,6,3,0,4.74,4.14,5.84,5.41
室,shi4,n,111,86,24344,319,3,9,23,2,2,-1,3.97,6.21,6.63,5.9
恃,shi4,v,1,86,24344,9,3,9,2,15,1,-1,5.93,3.77,5.03,3.45
拭,shi4,v,1,86,24344,13,3,9,4,12,1,1,5.11,5.33,5.03,5.64
是,shi4,v,14829,86,24344,13713,3,9,70,1,5,0,2.67,3.1,5.91,4.03
逝,shi4,v,4,86,24344,39,3,10,6,4,2,-1,5.21,4.15,6.09,5.06
嗜,shi4,v,1,86,24344,9,4,13,4,16,1,0,6.21,3.65,4.78,4.09
誓,shi4,n,4,86,24344,45,3,14,7,8,2,-1,5.31,3.78,5.94,4.59
收,shou1,v,211,2,482,563,2,6,58,1,4,0,3.31,4.88,6.77,5.71
手,shou3,n,662,6,2127,2051,1,4,171,2,4,0,2.38,6.9,7,6.94
守,shou3,v,64,6,2127,225,2,6,44,5,3,0,3.75,4.27,5.9,5
寿,shou4,n,3,17,897,58,2,7,13,4,3,0,4.46,3.65,6.44,4.97
受,shou4,v,331,17,897,827,3,8,43,5,3,0,4,3.77,6.35,4.03
兽,shou4,n,10,17,897,39,4,11,15,7,1,0,4.42,5.73,5.77,6.69
售,shou4,v,57,17,897,129,3,11,9,14,1,0,4.28,5.83,6.8,6.03
授,shou4,v,3,17,897,116,4,11,11,5,2,1,5.33,4.49,6.34,4.03
瘦,shou4,a,37,17,897,59,3,14,19,4,2,-1,3.75,5,6.6,6.25
书,shu1,n,401,42,1473,949,1,4,75,2,3,0,2.58,6.86,6.91,6.67
抒,shu1,v,1,42,1473,9,2,7,4,11,1,-1,5.28,3.25,5.84,4.44
叔,shu1,n,33,42,1473,112,3,8,12,2,2,0,3.08,6.55,6.59,6.13
梳,shu1,v,4,42,1473,25,4,11,6,9,2,0,4.23,6.19,6.45,6.3
淑,shu1,a,1,42,1473,32,4,11,1,16,1,1,5.98,3.38,5.66,3.84
疏,shu1,v,3,42,1473,40,5,12,18,5,4,0,4.97,3.95,4.91,4.24
舒,shu1,v,7,42,1473,116,4,12,8,3,2,-1,4.51,4.19,4.87,4.71
输,shu1,v,56,42,1473,110,5,13,12,3,3,-1,4.18,4.54,6.56,4.77
赎,shu2,v,4,9,258,10,5,12,4,19,2,-1,5.66,4.45,6.03,5.12
熟,shu2,a,25,9,258,158,5,15,28,2,4,1,3.75,4.51,6.75,5.81
暑,shu3,n,1,21,321,18,3,12,7,2,1,-1,3.92,5.14,5.74,5.14
署,shu3,n,9,21,321,70,3,13,8,10,3,-1,5.41,3.72,4.84,3.82
鼠,shu3,n,4,21,321,42,2,13,12,1,1,0,3.13,7,6.74,6.77
曙,shu3,n,1,21,321,6,4,17,2,23,1,1,5.75,5.21,5.69,4.39
术,shu4,n,17,36,2121,527,2,5,16,3,3,0,3.72,3.54,5.9,3.89
述,shu4,v,3,36,2121,144,3,8,19,9,1,1,4.31,4.54,6,5.39
树,shu4,n,176,36,2121,274,3,9,44,1,3,-1,2.92,6.69,6.63,6.93
竖,shu4,v,11,36,2121,23,3,9,6,3,3,-1,3.86,5.83,5.58,5.96
恕,shu4,v,6,36,2121,23,3,10,4,7,1,-1,5.2,4.33,5.66,4.43
漱,shu4,v,5,36,2121,9,4,14,3,3,1,1,4.65,5.38,6.19,5.48
刷,shua1,v,13,2,88,42,3,8,13,6,3,0,3.92,6.08,6.87,6.15
耍,shua3,v,23,1,0,30,2,9,21,2,3,0,4.31,4.95,6.16,5.35
衰,shuai1,v,3,2,99,33,3,10,13,11,3,0,5.17,3.84,5.26,4.75
摔,shuai1,v,69,2,99,42,5,14,4,4,3,1,3.85,5.9,6.69,6.27
甩,shuai3,v,50,1,28,33,2,5,2,2,2,0,4.06,4.97,6.4,6.52
帅,shuai4,a,7,4,169,55,2,5,7,15,2,-1,4.71,4.11,6.5,6.26
拴,shuan1,v,23,4,29,8,3,9,1,7,1,-1,4.8,5.41,5.94,5.13
栓,shuan1,n,2,4,29,5,3,10,4,11,1,-1,5.25,5.8,4.58,5.46
涮,shuan4,v,6,2,0,2,4,11,3,22,2,-1,5.43,5.84,6.35,6.16
霜,shuang1,n,13,15,264,37,3,17,9,3,2,-1,4.29,6.25,5.97,6.33
爽,shuang3,a,1,6,37,37,5,11,18,5,3,0,4.78,4.46,6.77,5.65
水,shui3,n,718,4,1843,1064,1,4,209,1,4,0,2.25,6.81,6.84,6.74
税,shui4,n,43,8,423,154,4,12,14,13,1,-1,5.18,5.49,6.25,5.37
睡,shui4,v,193,8,423,248,2,13,23,1,1,-1,3.22,5.95,6.82,6.58
吮,shun3,v,2,2,7,6,3,7,5,6,1,-1,4.81,5.92,6.1,6.43
顺,shun4,a,19,9,193,214,3,9,36,1,4,-1,4.18,3.74,5.84,4.52
说,shuo1,v,5044,4,5781,5195,4,9,89,1,4,-1,2.77,6.21,7,6.26
烁,shuo4,n,1,18,24,18,2,9,2,5,1,-1,5.36,3.83,4.38,4.15
司,si1,n,12,49,1483,696,3,5,20,2,2,0,4.22,3.32,5.55,3.93
私,si1,n,7,49,1483,158,2,6,30,4,2,0,4.54,3.03,5.25,3.79
思,si1,v,18,49,1483,753,2,9,49,3,3,0,3.72,4.32,6.35,5.57
撕,si1,v,23,49,1483,29,4,15,2,2,1,1,4.6,5.72,6.62,6.41
死,si3,v,548,1,589,826,2,6,63,1,2,0,3.34,5.05,6.43,6.63
寺,si4,n,5,44,1824,57,2,6,3,5,2,0,4.38,6.1,6.73,6.21
伺,si4,v,1,44,1824,16,4,7,5,14,2,1,5.64,4,5.25,4.29
似,si4,v,27,44,1824,531,3,6,26,3,3,-1,4.21,2.63,4.58,3.47
饲,si4,v,1,44,1824,16,4,8,4,3,1,1,4.64,4.89,5.23,5.11
嗣,si4,n,1,44,1824,15,5,13,3,15,2,1,6.37,4.62,3.71,4
松,song1,v,22,20,169,228,3,8,52,1,4,-1,3.85,5.44,4.75,5.03
耸,song3,v,12,11,26,50,3,10,4,5,2,-1,5.05,5.2,6.06,5.44
送,song4,v,493,10,488,381,3,9,26,1,3,0,3.48,5.15,6.66,6.16
颂,song4,v,1,10,488,18,4,10,11,14,2,-1,4.98,4.1,6.19,4.42
搜,sou1,v,4,22,73,50,3,12,9,5,2,1,4.67,5.75,6.65,6
馊,sou1,a,3,22,73,2,3,12,1,15,1,1,5.46,4.48,5.84,5.26
酥,su1,a,1,11,38,8,2,12,9,12,3,-1,5.05,5.1,5.88,4.81
俗,su2,a,11,1,39,76,4,9,16,5,3,-1,4.69,3.56,6.63,4.94
夙,su4,a,1,55,1204,4,2,6,8,15,2,-1,6.46,3.16,3.26,2.36
诉,su4,v,2,55,1204,370,2,7,13,2,2,-1,4.18,4.79,6.38,4.94
速,su4,a,2,55,1204,272,2,10,31,5,2,-1,4.25,4.14,5.26,4.68
塑,su4,v,3,55,1204,43,4,13,12,3,1,-1,5.43,4.26,5.5,3.87
酸,suan1,a,23,3,111,58,4,14,59,5,4,-1,3.54,5.97,6.9,6.18
算,suan4,v,342,5,638,550,3,14,48,2,3,0,3.58,4.92,6.19,5.96
碎,sui4,v,34,36,486,84,5,13,14,3,2,-1,4.37,4.8,5.53,5.71
穗,sui4,n,1,36,486,7,3,17,7,4,3,-1,5.03,6,6.27,5.79
孙,sun1,n,6,12,26,206,2,6,11,4,3,-1,3.53,4.3,6.19,5.36
损,sun3,a,11,10,92,119,3,10,15,9,3,0,4.75,4.03,5.03,4.43
笋,sun3,n,2,10,92,5,2,10,5,2,1,-1,4.83,6.53,5.71,6.67
嗦,suo1,n,1,19,132,13,4,13,3,12,0,1,5.44,3.44,3.66,3.29
缩,suo1,v,10,19,132,83,5,14,20,6,3,-1,4.25,5.15,6.28,5
索,suo3,v,3,15,1654,218,3,10,33,4,4,0,5.18,4.1,5.56,4.18
锁,suo3,v,27,15,1654,75,3,12,10,6,3,1,4.08,6.23,6.77,6.24
塌,ta1,v,8,12,13130,21,4,13,14,5,3,1,4.97,5.21,6.03,5.45
塔,ta3,n,6,7,3,135,5,12,6,2,2,0,4.03,6.66,5.74,6.93
踏,ta4,v,43,27,88,68,4,15,8,3,2,1,4.21,5.65,6.83,6.06
胎,tai1,n,9,6,41,31,3,9,13,9,3,1,4.75,5.79,6.48,5.29
抬,tai2,v,125,21,552,143,3,8,9,2,2,1,3.64,5.76,6.45,6.04
苔,tai2,n,1,21,552,8,3,8,5,6,2,1,5,5.49,5.71,4.74
坍,tan1,v,1,16,123,4,2,7,2,20,1,-1,6.28,4.24,4.06,4.36
贪,tan1,v,6,16,123,43,4,8,12,5,1,-1,4.23,4.1,6.55,5.74
摊,tan1,n,17,16,123,50,4,13,9,2,3,-1,4.79,4.65,6.03,5.26
滩,tan1,n,8,16,123,35,4,13,6,2,2,-1,5.3,6.26,6,5.35
瘫,tan1,v,4,16,123,14,4,15,4,13,1,-1,5.97,5.08,5.28,4.77
坛,tan2,n,2,34,470,50,3,7,9,3,3,0,4.25,6.53,5.61,6.26
谈,tan2,v,454,34,470,503,3,10,34,3,2,-1,3.88,5.64,6.75,6.16
痰,tan2,n,5,34,470,4,3,13,2,10,1,-1,4.72,6.18,6.71,6.15
潭,tan2,n,3,34,470,16,4,15,3,4,1,1,5.11,6.47,6.26,5.32
毯,tan3,a,1,14,77,21,3,12,3,3,1,-1,4.33,4.92,4.29,5.18
叹,tan4,v,24,14,559,178,2,5,16,3,2,0,4.08,5,5.8,6.19
炭,tan4,n,5,14,559,27,3,9,13,8,3,-1,4.78,6.47,6.42,5.94
探,tan4,v,33,14,559,180,4,11,26,5,4,0,4.63,4.47,6.31,4.39
汤,tang1,n,45,14,46,88,2,6,13,11,3,0,3.48,6.62,6.81,6.43
堂,tang2,n,18,39,331,237,4,11,53,1,3,0,4.08,5.15,6.03,4.5
塘,tang2,n,6,39,331,24,4,13,11,3,2,1,4.63,5.92,5.61,6.19
搪,tang2,v,5,39,331,4,4,13,3,11,3,1,5.73,4.05,4.44,3.53
膛,tang2,n,2,39,331,22,5,15,5,3,2,1,5.23,6,5.59,5.48
糖,tang2,n,34,39,331,40,4,16,17,7,2,1,3.19,6.69,6.5,6.86
淌,tang3,v,10,15,154,12,4,11,2,4,1,-1,5.17,5.5,5.23,5.82
躺,tang3,v,101,15,154,85,4,15,4,3,1,-1,3.95,6.36,6.68,6.7
烫,tang4,v,21,4,72,19,3,10,5,6,2,1,4.6,5.49,6,5.65
涛,tao1,n,3,24,106,55,3,10,13,6,1,-1,4.69,5.58,6.34,5.44
掏,tao1,v,63,24,106,36,3,11,2,7,2,1,4.03,5.69,6.52,6.23
逃,tao2,v,38,26,421,179,2,9,24,2,2,-1,3.67,5.48,6.65,6.39
桃,tao2,n,3,26,421,51,2,10,18,2,2,-1,3.18,7,6.63,6.32
陶,tao2,n,8,26,421,75,3,10,7,7,3,0,5.08,5.77,5.59,4.58
淘,tao2,v,3,26,421,17,3,11,5,2,3,1,4.64,4.6,5.91,5.29
讨,tao3,v,68,3,0,201,2,5,22,4,4,0,4.18,3.58,6.06,4.85
疼,teng2,a,48,20,192,75,3,10,5,3,2,-1,3.49,5.38,6.81,6.44
腾,teng2,v,15,20,192,85,5,13,33,4,3,0,5.42,4.25,5.97,4.65
藤,teng2,n,2,20,192,32,5,18,6,3,2,1,5.45,6.61,5.75,6.07
剔,ti1,v,2,7,84,11,4,10,5,9,2,-1,5.28,5,5.29,5.37
梯,ti1,n,1,7,84,68,4,11,11,4,2,-1,3.95,6.58,6.9,5.88
踢,ti1,v,45,7,84,41,5,15,7,7,1,-1,3.83,6,6.59,6.17
啼,ti2,v,3,40,1873,16,5,12,8,4,2,-1,4.75,5.56,5.84,5.61
提,ti2,v,372,40,1873,847,4,12,42,2,4,-1,3.62,5.95,6.8,5.74
题,ti2,n,33,40,1873,740,5,15,23,4,2,-1,3.67,5.89,6.87,5.6
蹄,ti2,n,1,40,1873,17,6,16,4,3,1,-1,4.28,6.51,5.48,6.63
体,ti3,n,13,6,1081,1065,2,7,117,2,3,-1,3.5,4.97,6.47,4.77
屉,ti4,n,2,31,242,10,2,8,4,3,1,-1,4.83,6.14,5.66,5.42
剃,ti4,v,10,31,242,8,4,9,1,23,1,-1,4.44,6.03,5.77,6.11
添,tian1,v,37,8,3172,44,4,11,9,2,1,0,4.38,4.77,6.13,5.03
田,tian2,n,43,26,319,239,1,5,34,2,2,0,2.7,6.81,6.68,6.55
甜,tian2,a,35,26,319,68,3,11,15,4,1,0,3.11,5.14,6.6,6.69
填,tian2,v,34,26,319,31,4,13,4,8,2,-1,4.38,5.32,6.52,5.1
腆,tian3,v,2,19,17,4,3,12,2,8,2,1,6.17,3.49,3.52,3.75
舔,tian3,v,12,19,17,9,5,14,1,5,1,0,4.58,5.85,6.06,6.29
挑,tiao1,v,69,7,139,123,2,9,19,2,4,-1,4.28,5.55,6.65,5.68
眺,tiao4,v,2,9,320,8,2,11,3,4,1,-1,5.56,5.28,5.38,4.88
跳,tiao4,v,125,9,320,232,3,13,32,2,2,-1,3.18,6.1,6.9,6.94
贴,tie1,v,68,6,0,99,3,9,23,5,3,-1,4.13,5.62,6.48,5.19
铁,tie3,n,83,9,560,336,3,10,53,2,1,-1,4.11,6.26,6.81,6.42
帖,tie4,n,2,4,0,20,3,8,18,13,4,-1,5.05,6.08,6.19,5.15
厅,ting1,n,40,18,1261,177,2,4,9,6,2,-1,3.9,6.1,6.74,5.97
听,ting1,v,891,18,1261,1091,2,7,47,1,4,-1,2.89,5.38,6.9,6.25
亭,ting2,n,8,20,482,52,4,9,11,7,2,-1,4.17,6.05,6.19,6.32
庭,ting2,n,3,20,482,175,4,9,9,5,2,1,4.18,5.28,6.28,5.18
停,ting2,v,88,20,482,313,5,11,22,2,2,1,3.62,5.28,6.77,6.15
艇,ting3,n,19,15,143,34,4,12,8,2,1,1,5.08,6,5.16,6.48
通,tong1,v,94,8,753,843,4,10,96,2,4,-1,3.83,3.74,5.77,4.46
桐,tong2,n,1,42,2855,20,4,10,6,3,1,1,5.11,5.97,5.1,5.5
铜,tong2,n,25,42,2855,52,4,11,24,4,1,1,4.67,6.79,6.53,5.79
统,tong3,v,3,7,664,530,4,9,25,6,2,-1,5,2.84,5.84,3.77
捅,tong3,v,13,7,664,7,4,10,2,6,1,0,4.68,5.49,6.06,5.55
桶,tong3,n,8,7,664,28,4,11,17,8,1,0,3.67,6.67,6.81,6.47
筒,tong3,n,28,7,664,36,4,12,9,8,1,1,4.22,6.16,5.81,6.5
痛,tong4,a,28,4,244,304,4,12,41,4,3,-1,3.33,4.61,6.1,6.46
偷,tou1,v,63,5,138,140,5,11,19,1,3,-1,3.95,5.79,6.57,6.2
头,tou2,n,430,6,2596,1985,2,5,263,1,5,0,2.59,6.9,7,6.67
投,tou2,v,68,6,2596,382,3,7,31,2,4,-1,4.06,5.46,6.29,5.11
透,tou4,v,53,1,199,142,3,10,21,2,3,-1,4.46,4,5.38,4.71
凸,tu1,v,3,16,329,9,1,5,4,13,1,0,5.15,5.18,4.84,5.35
秃,tu1,a,7,16,329,19,2,7,7,9,3,0,4.31,5.49,6.1,6.2
图,tu2,v,38,35,658,400,3,8,45,3,3,0,3.37,5.14,4.9,5.43
涂,tu2,v,10,35,658,56,4,10,13,3,3,-1,4.39,5.14,5.71,5.64
途,tu2,n,4,35,658,118,4,10,21,5,1,-1,4.64,4.6,6.35,4.56
土,tu3,n,60,6,641,307,1,3,84,2,4,0,2.22,6.49,6.63,6.48
吐,tu3,v,48,6,641,80,2,6,13,3,2,1,3.2,5.79,6.59,6.13
兔,tu4,n,7,7,57,22,3,8,5,1,1,0,2.81,6.86,6.45,7
团,tuan2,n,173,17,540,485,2,6,44,2,4,0,3.68,5.23,6.41,4.97
推,tui1,v,154,3,349,390,3,11,42,2,4,0,3.56,6.26,6.86,6.38
腿,tui3,n,148,6,178,119,3,13,22,2,2,1,3.3,6.82,6.81,6.47
退,tui4,v,88,7,189,249,2,9,31,5,3,0,3.69,5.53,6.52,6.04
褪,tui4,v,2,7,189,9,3,14,3,14,2,1,4.93,4.87,5.94,4.32
吞,tun1,v,11,9,63,58,3,7,24,2,1,-1,3.21,6,6.47,6.39
屯,tun2,n,17,13,19,14,1,4,5,11,3,0,5.23,4.69,4.78,3.24
托,tuo1,v,59,25,365,210,3,6,25,3,4,0,4.39,4.75,6.22,5.24
拖,tuo1,v,48,25,365,85,3,8,12,4,2,0,3.74,5.65,6.68,6.15
脱,tuo1,v,79,25,365,202,4,11,35,4,3,-1,3.79,5.7,6.71,6.64
驮,tuo2,v,7,35,123,5,3,6,3,3,2,-1,5.16,5.5,6.47,5.44
妥,tuo3,v,14,12,34,42,2,7,7,7,1,0,5.18,2.97,4.45,3.53
拓,tuo4,v,2,9,26,43,2,8,7,16,3,-1,5.56,3.5,5.91,3.85
娃,wa2,n,18,20,63,69,3,9,12,2,2,-1,3.31,6.22,6.5,6.41
挖,wa1,v,57,20,201,48,4,9,8,3,1,1,3.77,5.68,6.71,6.48
洼,wa1,a,1,20,201,7,3,9,7,3,2,-1,5.54,4.77,4.38,4.03
蛙,wa1,n,1,20,201,9,3,12,5,1,1,-1,3.78,6.84,6.56,6.45
瓦,wa3,n,14,6,48,111,1,4,18,1,3,0,3.34,6.62,5.9,6.85
袜,wa4,n,4,8,27,12,2,10,4,2,1,-1,3.64,6.67,6.93,6.64
歪,wai1,a,18,3,43,30,3,9,9,4,2,0,3.78,5.19,6.26,6.11
外,wai4,n,441,2,1371,1436,2,5,124,2,4,0,2.97,4.38,5.52,4.57
弯,wan1,v,18,14,129,66,3,9,15,1,3,-1,3.78,5.16,5.77,5.68
剜,wan1,v,4,14,129,1,4,10,1,13,1,1,5.85,5.03,4.81,4.74
湾,wan1,n,6,14,129,120,4,12,5,4,3,1,4.28,5.17,5.77,5.93
丸,wan2,n,6,18,1063,19,1,3,5,11,1,0,4.1,5.65,6.65,6.42
完,wan2,v,397,18,1063,698,3,7,20,2,3,-1,2.74,4.49,6.42,5.64
玩,wan2,v,144,18,1063,211,3,8,20,1,4,-1,2.95,5.38,6.91,6.06
顽,wan2,a,1,18,1063,37,4,10,11,2,3,-1,4.6,3.87,5.88,4.48
挽,wan3,v,8,29,651,36,3,10,8,3,3,-1,5.08,5.15,6.06,5.38
晚,wan3,a,73,29,651,449,3,11,28,1,3,-1,3.08,4.43,6.68,6.21
碗,wan3,n,60,29,651,57,4,13,4,3,2,1,3.2,6.58,6.77,6.89
腕,wan4,n,3,15,787,32,4,12,7,14,1,1,4.95,6.1,6.45,5.41
亡,wang2,v,6,8,259,126,1,3,21,6,3,0,3.97,4.32,5.68,5.5
王,wang2,n,20,8,259,837,1,4,28,2,3,0,2.53,4.92,6.73,5.61
网,wang3,n,90,19,846,148,3,6,18,4,3,0,4.26,6.05,6.78,6.06
忘,wang4,v,156,7,951,217,2,7,18,4,1,1,3.05,5.1,6.84,5.76
旺,wang4,a,10,7,951,36,2,8,5,8,1,1,3.94,3.68,6.33,4.86
望,wang4,v,139,7,951,841,3,11,54,2,4,1,4.18,5.46,6.68,5.61
危,wei1,a,8,34,671,157,3,6,23,4,3,0,3.82,4.13,6.16,5.41
威,wei1,a,2,34,671,274,3,9,28,3,2,0,4.74,3.33,5.94,4.23
偎,wei1,v,1,34,671,10,4,11,3,6,1,1,5.5,4.59,5.39,5.81
微,wei1,a,15,34,671,386,5,13,50,1,3,0,4.33,3.49,6.22,4.52
围,wei2,v,53,44,4596,277,2,7,33,3,3,1,4.18,5.13,6.19,5.03
违,wei2,v,5,44,4596,83,2,7,13,8,2,1,4.7,3.97,6.28,4.48
伟,wei3,a,1,66,989,140,2,6,13,3,1,1,3.63,3.46,6.29,4.07
伪,wei3,a,8,66,989,55,2,6,9,11,2,1,5,3.78,6.06,4.41
尾,wei3,n,12,66,989,78,2,7,22,1,4,0,3.25,6.29,6.61,6.13
苇,wei3,n,1,66,989,8,2,7,13,4,1,1,5.23,5.92,5.55,5.89
委,wei3,n,8,66,989,524,2,8,44,6,4,0,4.69,3.62,4.74,3.36
卫,wei4,v,3,51,1682,283,2,3,23,2,2,0,3.71,4.25,5.44,4.21
味,wei4,n,53,51,1682,229,2,8,32,3,4,1,3.49,4.35,5.87,5.32
畏,wei4,v,2,51,1682,37,3,9,9,14,2,0,5.03,4.62,5.94,4.74
胃,wei4,n,11,51,1682,26,2,9,9,5,1,0,4.03,6.42,6.78,6.5
谓,wei4,v,8,51,1682,116,3,11,6,8,2,1,5.14,3.19,5.16,3.18
慰,wei4,v,2,51,1682,82,4,15,13,7,2,1,5.25,4.56,6.09,4.84
温,wen1,n,3,18,334,267,3,12,48,3,4,0,3.9,4.54,5.41,4.39
瘟,wen1,n,1,18,334,5,3,14,2,17,1,0,5.89,4.7,4.68,4.74
文,wen2,n,60,27,1337,1308,1,4,115,2,4,0,3.11,3.81,6.48,4.64
纹,wen2,n,7,27,1337,36,2,7,15,3,2,1,4.56,5.18,6,5.62
闻,wen2,v,62,27,1337,341,2,9,22,3,3,-1,3.55,6.03,6.68,6.3
蚊,wen2,n,2,27,1337,10,2,10,4,2,1,1,3.78,6.43,6.42,6.86
吻,wen3,v,8,13,119,98,3,7,6,2,2,-1,5.1,6.41,6.42,6.73
稳,wen3,a,48,13,119,158,4,14,18,3,2,-1,4.26,5.08,6.61,6.27
问,wen4,v,703,12,1661,1558,2,6,42,2,3,-1,2.81,5.89,6.83,6.48
瓮,weng4,n,4,5,7,3,3,8,8,19,1,-1,6.09,5.75,4.94,5.75
涡,wo1,n,1,16,163,8,3,10,6,11,2,1,5.83,5.24,3.97,4.54
窝,wo1,n,16,16,163,51,4,12,35,3,4,1,4.09,5.94,5.97,6.74
卧,wo4,v,15,22,246,52,2,8,16,4,2,0,4.35,6.26,6.59,6.52
握,wo4,v,37,22,246,173,4,12,6,2,1,-1,3.85,6.24,6.74,6.16
乌,wu1,a,1,29,653,108,2,4,23,2,3,0,3.73,4.42,5.41,4.39
污,wu1,n,2,29,653,68,3,6,23,5,1,-1,4.13,5.21,5.53,5.77
屋,wu1,n,230,29,653,256,3,9,24,1,2,0,3.28,6.72,6.72,6.42
无,wu2,v,414,27,1341,1976,2,4,216,2,2,0,3.17,3.7,5.26,4.54
武,wu3,n,13,39,1764,456,3,8,32,5,3,0,4.2,4.16,5.84,4.68
侮,wu3,a,1,39,1764,20,3,9,3,10,1,-1,5.25,3.64,4.97,3.87
捂,wu3,v,19,39,1764,15,3,10,1,2,1,1,4.64,5.38,5.48,5.64
舞,wu3,n,24,39,1764,195,5,14,29,2,2,0,4.19,5.7,6.3,6.37
物,wu4,n,49,47,2577,813,3,8,88,2,2,1,4.08,3.7,6.93,5.41
误,wu4,v,20,47,2577,143,4,9,14,8,3,1,4.18,3.74,5.75,4.35
悟,wu4,v,9,47,2577,49,3,10,8,9,1,1,5.17,3.72,6.23,5
雾,wu4,n,33,47,2577,56,3,13,17,4,2,1,3.97,6.43,6.52,6.85
夕,xi1,n,3,129,2200,44,1,3,7,7,2,0,3.69,4.95,5.52,5.61
西,xi1,n,109,129,2200,1120,1,6,34,2,2,0,3.16,4.98,6.61,5.21
吸,xi1,v,33,129,2200,196,2,6,22,4,2,-1,3.3,6.03,6.61,6.13
希,xi1,a,2,129,2200,412,3,7,5,4,2,0,4,2.53,4.72,3.65
昔,xi1,n,3,129,2200,32,2,8,4,7,1,0,4.77,3.59,5,3.64
析,xi1,v,4,129,2200,67,2,8,3,6,1,-1,5,3.92,6.13,3.42
息,xi1,v,7,129,2200,423,2,10,36,2,4,-1,4.4,4.03,5.5,4.52
惜,xi1,v,3,129,2200,116,3,11,14,4,3,1,4.4,3.92,6.52,4.35
稀,xi1,a,9,129,2200,48,4,12,28,4,3,1,3.82,4.3,6.65,5.42
溪,xi1,n,6,129,2200,33,4,13,4,2,1,0,4.06,6.11,6.38,6.54
锡,xi1,n,9,129,2200,35,4,13,3,13,2,-1,6.21,5.5,5.66,4.24
熄,xi1,v,3,129,2200,16,3,14,2,11,1,1,4.47,5.53,5.81,5.93
嬉,xi1,v,1,129,2200,8,5,15,5,6,1,1,5.17,4.89,5.13,5.19
膝,xi1,n,9,129,2200,33,4,15,6,2,1,0,3.85,6.66,6.41,6.1
习,xi2,v,1,29,1039,247,1,3,25,1,3,0,3.24,3.4,5.56,3.85
席,xi2,n,15,29,1039,252,3,10,21,2,3,0,3.89,4.97,5.87,5.36
袭,xi2,v,4,29,1039,76,2,11,10,10,3,-1,5.2,4.87,6.19,4.9
洗,xi3,v,125,31,482,128,3,9,17,3,4,-1,3.03,5.78,6.77,6.81
喜,xi3,v,11,31,482,477,4,12,39,2,3,0,3.39,4.57,5.97,5.64
戏,xi4,n,95,52,1406,174,2,6,34,3,3,0,3.97,5.97,6.69,6.3
系,xi4,n,58,52,1406,664,2,7,34,3,4,0,4.33,4.25,6,4.47
细,xi4,a,73,52,1406,306,2,8,44,2,3,-1,3.62,4.5,6.61,6.15
虾,xia1,n,14,12,78,11,2,9,11,2,1,1,3.59,6.74,6.97,6.88
匣,xia2,n,3,42,132,9,2,7,4,7,1,-1,4.79,6.05,6.42,5.71
侠,xia2,n,1,42,132,105,3,8,2,15,1,-1,4.61,4.22,5.39,5.25
峡,xia2,n,5,42,132,40,3,9,5,5,1,-1,4.79,5.53,6.39,5.29
狭,xia2,a,1,42,132,25,3,9,7,6,1,-1,4.92,4.59,5.48,5
瑕,xia2,n,2,42,132,6,4,13,2,11,1,0,6.14,4.65,4.74,5.04
辖,xia2,v,9,42,132,20,4,14,4,17,2,-1,5.69,3.28,4.68,3.32
霞,xia2,n,3,42,132,57,4,17,9,4,1,0,4.08,6.31,6.17,6.15
下,xia4,v,1053,16,4065,3727,1,3,154,1,5,0,2.47,4.86,6.3,5.32
吓,xia4,v,74,16,4065,124,2,6,8,2,3,1,3.56,5.03,6.31,5.96
夏,xia4,n,18,16,4065,159,3,10,16,2,3,0,3.42,5.51,6.74,6.03
