ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	explist	explist.Cycle	explist.Sample	fileA	fileX	insprac.ACC	insprac.CRESP	insprac.DurationError	insprac.OnsetDelay	insprac.OnsetTime	insprac.OnsetToOnsetTime	insprac.RESP	insprac.RT	insprac.RTTime	praclist	praclist.Cycle	praclist.Sample	pracX.ACC	pracX.CRESP	pracX.DurationError	pracX.OnsetDelay	pracX.OnsetTime	pracX.RESP	pracX.RT	pracX.RTTime	Procedure[Block]	Running[Block]	speaker[Block]	speakerx[Block]	syllable[Block]	syllablex[Block]	token[Block]	tokenx[Block]	tone[Block]	tonex[Block]	Trial	block1a	block1a.Cycle	block1a.Sample	block1b	block1b.Cycle	block1b.Sample	block2a	block2a.Cycle	block2a.Sample	block2b	block2b.Cycle	block2b.Sample	block3a	block3a.Cycle	block3a.Sample	block3b	block3b.Cycle	block3b.Sample	block4a	block4a.Cycle	block4a.Sample	block4b	block4b.Cycle	block4b.Sample	block5a	block5a.Cycle	block5a.Sample	block5b	block5b.Cycle	block5b.Sample	block6a	block6a.Cycle	block6a.Sample	block6b	block6b.Cycle	block6b.Sample	block7a	block7a.Cycle	block7a.Sample	block7b	block7b.Cycle	block7b.Sample	block8a	block8a.Cycle	block8a.Sample	block8b	block8b.Cycle	block8b.Sample	condition	exX.ACC	exX.CRESP	exX.DurationError	exX.OnsetDelay	exX.OnsetTime	exX.RESP	exX.RT	exX.RTTime	insexp.ACC	insexp.CRESP	insexp.DurationError	insexp.OnsetDelay	insexp.OnsetTime	insexp.OnsetToOnsetTime	insexp.RESP	insexp.RT	insexp.RTTime	item	Procedure[Trial]	Running[Trial]	sounda	soundx	speaker[Trial]	speakerx[Trial]	syllable[Trial]	syllablex[Trial]	talkerpair	token[Trial]	tokenx[Trial]	tone[Trial]	tonepair	tonex[Trial]	vowel
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	11				Thai_F1_maa241-1	Thai_F1_maa33-5	0		0	0	101067	0	m	448	101515	1	2	11	0	z	0	-1	100067		0	0	pracproc	praclist	F1	F1	maa	maa	1	5	241	33																																																																																			
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	12				Thai_F1_mii315-2	Thai_F1_maa45-5	0		0	0	106632	0	m	543	107175	6	2	12	0	z	0	-1	105632		0	0	pracproc	praclist	F1	F1	mii	maa	2	5	315	45																																																																																			
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	13				Thai_F1_mii241-1	Thai_F1_maa33-5	0		0	0	112280	0	z	608	112888	5	2	13	0	z	0	-1	111280		0	0	pracproc	praclist	F1	F1	mii	maa	1	5	241	33																																																																																			
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	14				Thai_F1_maa33-4	Thai_F1_maa45-5	0		0	0	117979	0	m	425	118404	3	2	14	0	z	0	-1	116979		0	0	pracproc	praclist	F1	F1	maa	maa	4	5	33	45																																																																																			
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	15				Thai_F1_mii33-2	Thai_F1_maa45-5	0		0	0	123494	0	m	406	123900	7	2	15	0	z	0	-1	122494		0	0	pracproc	praclist	F1	F1	mii	maa	2	5	33	45																																																																																			
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	16				Thai_F1_maa315-2	Thai_F1_maa45-5	0		0	1	128993	0	m	596	129589	2	2	16	0	z	0	-1	127992		0	0	pracproc	praclist	F1	F1	maa	maa	2	5	315	45																																																																																			
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	17	3	1	1																							block3	explist									1													16	1	1																																			0	z	0	-1	155585		0	0	0		0	0	156585	0	z	681	157266		exproc	block3a	Thai_F4_maa45-2	Thai_F4_maa45-1	F4	F4	maa	maa		2	1	45		45	
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	17	3	1	1																							block3	explist									2													20	1	2																																			0	z	0	-1	161384		0	0	0		0	0	162384	0	z	538	162922		exproc	block3a	Thai_F4_maa241-2	Thai_F4_maa241-1	F4	F4	maa	maa		2	1	241		241	
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	17	3	1	1																							block3	explist									3													17	1	3																																			0	z	0	-1	167016		0	0	0		0	0	168016	0	m	657	168673		exproc	block3a	Thai_F4_maa33-2	Thai_F4_maa241-2	F4	F4	maa	maa		2	2	33		241	
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	17	3	1	1																							block3	explist									4													21	1	4																																			0	z	0	-1	172764		0	0	0		0	0	173764	0	m	651	174415		exproc	block3a	Thai_F4_maa33-2	Thai_F4_maa45-2	F4	F4	maa	maa		2	2	33		45	
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	17	3	1	1																							block3	explist									5													5	1	5																																			0	z	0	-1	178529		0	0	0		0	0	179529	0	m	657	180186		exproc	block3a	Thai_F4_maa33-1	Thai_F4_maa241-1	F4	F4	maa	maa		1	1	33		241	
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	17	3	1	1																							block3	explist									6													18	1	6																																			0	z	0	-1	184261		0	0	0		0	0	185261	0	m	757	186018		exproc	block3a	Thai_F4_maa241-2	Thai_F4_maa33-2	F4	F4	maa	maa		2	2	241		33	
Dis_main_chinese_2000ms	102	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742382</Frequency><Timestamp dt:dt="r8">15668036864</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2018-02-11T23:05:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Dis_main_chinese_2000ms-102-1	60.016	1.0.0.64	1	-1511534889	Professional	2.0.10.353	2.0.10.353	02-12-2018	11-Feb-18 11:05:12 PM	10:05:12	2.0.10.248	17	3	1	1																							block3	explist									7													2	1	7																																			0	z	0	-1	190109		0	0	0		0	1	191110	0	m	867	191977		exproc	block3a	Thai_F4_maa45-1	Thai_F4_maa315-1	F4	F4	maa	maa		1	1	45		315	
