ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	explist	explist.Cycle	explist.Sample	filename[Block]	praclist	praclist.Cycle	praclist.Sample	pracSlide1.ACC	pracSlide1.CRESP	pracSlide1.DurationError	pracSlide1.OnsetDelay	pracSlide1.OnsetTime	pracSlide1.OnsetToOnsetTime	pracSlide1.RESP	pracSlide1.RT	pracSlide1.RTTime	pracSoundOut1.ACC	pracSoundOut1.CRESP	pracSoundOut1.DurationError	pracSoundOut1.OnsetDelay	pracSoundOut1.OnsetTime	pracSoundOut1.RESP	pracSoundOut1.RT	pracSoundOut1.RTTime	Procedure[Block]	Running[Block]	speaker[Block]	syllable[Block]	token[Block]	tone[Block]	Trial	f1List1	f1List1.Cycle	f1List1.Sample	f1List2	f1List2.Cycle	f1List2.Sample	f2List1	f2List1.Cycle	f2List1.Sample	f2List2	f2List2.Cycle	f2List2.Sample	filename[Trial]	Procedure[Trial]	Running[Trial]	Slide1.ACC	Slide1.CRESP	Slide1.DurationError	Slide1.OnsetDelay	Slide1.OnsetTime	Slide1.OnsetToOnsetTime	Slide1.RESP	Slide1.RT	Slide1.RTTime	SoundOut1.ACC	SoundOut1.CRESP	SoundOut1.DurationError	SoundOut1.OnsetDelay	SoundOut1.OnsetTime	SoundOut1.RESP	SoundOut1.RT	SoundOut1.RTTime	speaker[Trial]	syllable[Trial]	token[Trial]	tone[Trial]
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	21	3	1	1																						f2proc1	explist					30							10	3	30				Thai_F2_mii45-2	exproc	f2List1	0		0	-1	637689	0	6	2142	639831	0		0	-1	633689	g	1525	635214	F2	mii	2	45
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					1	7	1	1										Thai_F1_mii241-1	exproc	f1List1	0		0	0	819344	0	3	1806	821150	0		0	-1	815344	j	2598	817942	F1	mii	1	241
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					2	6	1	2										Thai_F1_mii21-1	exproc	f1List1	0		0	-1	828341	0	6	1757	830098	0		0	-1	824342	h	1281	825623	F1	mii	1	21
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					3	2	1	3										Thai_F1_maa241-1	exproc	f1List1	0		0	-1	837339	0	4	1224	838563	0		0	-1	833339	j	2095	835434	F1	maa	1	241
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					4	3	1	4										Thai_F1_maa315-2	exproc	f1List1	0		0	-1	846337	0	6	1917	848254	0		0	-1	842337	g	2219	844556	F1	maa	2	315
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					5	8	1	5										Thai_F1_mii315-2	exproc	f1List1	0		0	0	855335	0	5	1493	856828	0		0	-1	851335	h	1583	852918	F1	mii	2	315
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					6	1	1	6										Thai_F1_maa21-1	exproc	f1List1	0		0	-1	864332	0	6	1597	865929	0		0	-1	860333	h	1990	862323	F1	maa	1	21
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					7	5	1	7										Thai_F1_maa45-3	exproc	f1List1	0		0	-1	873330	0	6	1652	874982	0		0	-1	869330	g	1622	870952	F1	maa	3	45
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					8	9	1	8										Thai_F1_mii33-2	exproc	f1List1	0		0	-1	882328	0	3	1889	884217	0		0	-1	878328	f	3001	881329	F1	mii	2	33
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					9	10	1	9										Thai_F1_mii45-1	exproc	f1List1	0		0	0	891326	0	6	2605	893931	0		0	-1	887326	g	2365	889691	F1	mii	1	45
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					10	4	1	10										Thai_F1_maa33-4	exproc	f1List1	0		0	-1	900323	0	3	1057	901380	0		0	-1	896324	f	2237	898561	F1	maa	4	33
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					11	7	2	11										Thai_F1_mii241-1	exproc	f1List1	0		0	-1	909321	0	4	2976	912297	0		0	-1	905321	j	2095	907416	F1	mii	1	241
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					12	10	2	12										Thai_F1_mii45-1	exproc	f1List1	0		0	-1	918319	0	3	2513	920832	0		0	-1	914319	g	2850	917169	F1	mii	1	45
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					13	3	2	13										Thai_F1_maa315-2	exproc	f1List1	0		0	0	927317	0	3	2453	929770	0		0	-1	923317	g	3404	926721	F1	maa	2	315
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					14	2	2	14										Thai_F1_maa241-1	exproc	f1List1	0		0	-1	936314	0	6	1964	938278	0		0	-1	932315	j	2291	934606	F1	maa	1	241
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					15	5	2	15										Thai_F1_maa45-3	exproc	f1List1	0		0	-1	945312	0	6	1303	946615	0		0	-1	941312	g	1645	942957	F1	maa	3	45
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					16	9	2	16										Thai_F1_mii33-2	exproc	f1List1	0		0	-1	954310	0	3	2191	956501	0		0	-1	950310	f	3504	953814	F1	mii	2	33
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					17	6	2	17										Thai_F1_mii21-1	exproc	f1List1	0		0	0	963308	0	3	3123	966431	1		0	-1	959308		0	0	F1	mii	1	21
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					18	8	2	18										Thai_F1_mii315-2	exproc	f1List1	0		0	-1	972305	0	5	1797	974102	0		0	-1	968306	h	2414	970720	F1	mii	2	315
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					19	4	2	19										Thai_F1_maa33-4	exproc	f1List1	0		0	-1	981303	0	3	1822	983125	0		0	-1	977303	f	3362	980665	F1	maa	4	33
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					20	1	2	20										Thai_F1_maa21-1	exproc	f1List1	0		0	-1	990301	0	3	2309	992610	0		0	-1	986301	g	3535	989836	F1	maa	1	21
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					21	4	3	21										Thai_F1_maa33-4	exproc	f1List1	0		0	0	999299	0	5	3653	1002952	0		0	-1	995299	f	2697	997996	F1	maa	4	33
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					22	2	3	22										Thai_F1_maa241-1	exproc	f1List1	0		0	-1	1008296	0	5	2040	1010336	0		0	-1	1004297	j	2108	1006405	F1	maa	1	241
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					23	3	3	23										Thai_F1_maa315-2	exproc	f1List1	0		0	-1	1017294	0	4	1167	1018461	0		0	-1	1013294	g	1657	1014951	F1	maa	2	315
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					24	6	3	24										Thai_F1_mii21-1	exproc	f1List1	0		0	-1	1026292	0	5	2052	1028344	0		0	-1	1022292	h	1763	1024055	F1	mii	1	21
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					25	1	3	25										Thai_F1_maa21-1	exproc	f1List1	0		0	0	1035290	0	5	2053	1037343	0		0	-1	1031290	h	3320	1034610	F1	maa	1	21
Assimilation_2b	103	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2742343</Frequency><Timestamp dt:dt="r8">3010519717</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-12-26T05:21:33Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Assimilation_2b-103-1	60.015	1.0.0.62	1	-1283910636	Professional	2.0.10.353	2.0.10.353	12-26-2017	26-Dec-17 5:21:34 AM	16:21:34	2.0.10.248	22	1	1	2																						f1proc1	explist					26	5	3	26										Thai_F1_maa45-3	exproc	f1List1	0		0	-1	1044287	0	5	2054	1046341	0		0	-1	1040288	g	2139	1042427	F1	maa	3	45
