"id","F0","subject","language","Timepoint","tone","syllable","normF0"
5,196.152561659714,411,"sv",6,"SV415","ma",0.00712751143436565
5,220.296953052549,411,"sv",7,"SV415","ma",0.127800425751928
5,253.609989142731,411,"sv",8,"SV415","ma",0.294297939992915
5,256.236614143163,411,"sv",9,"SV415","ma",0.307425729733583
5,256.834023382863,411,"sv",10,"SV415","ma",0.310411562460611
6,242.385511247721,411,"sv",1,"SV44","ma",0.238198349937153
6,218.195980163111,411,"sv",2,"SV44","ma",0.117299828849499
6,208.622980873495,411,"sv",3,"SV44","ma",0.0694542772991391
6,202.487147506707,411,"sv",4,"SV44","ma",0.0387875737119462
6,202.29492440491,411,"sv",5,"SV44","ma",0.0378268486509751
6,203.015717922877,411,"sv",6,"SV44","ma",0.0414293521483303
6,202.07348489997,411,"sv",7,"SV44","ma",0.0367201009193197
6,199.845597021491,411,"sv",8,"SV44","ma",0.0255851868643496
6,196.573197949354,411,"sv",9,"SV44","ma",0.00922983847639747
6,194.984748652961,411,"sv",10,"SV44","ma",0.00129081848940556
7,215.171269382866,411,"sv",1,"SV35","ma",0.102182418810816
7,209.504506077004,411,"sv",2,"SV35","ma",0.0738601127422907
7,199.252147159576,411,"sv",3,"SV35","ma",0.0226191429838687
7,196.324775985795,411,"sv",4,"SV35","ma",0.00798823325904549
7,199.210198629236,411,"sv",5,"SV35","ma",0.0224094855389936
7,209.021509418422,411,"sv",6,"SV35","ma",0.0714461105233686
7,225.993569749032,411,"sv",7,"SV35","ma",0.156271938134664
7,249.005306260586,411,"sv",8,"SV35","ma",0.271283878720635
7,267.178888458357,411,"sv",9,"SV35","ma",0.362114875108709
7,263.943525900079,411,"sv",10,"SV35","ma",0.345944634060631
8,239.779810070562,411,"sv",1,"SV44","ma",0.225175136811898
8,213.068847243555,411,"sv",2,"SV44","ma",0.0916745786027727
8,207.913047046835,411,"sv",3,"SV44","ma",0.0659060501998582
8,204.671225573345,411,"sv",4,"SV44","ma",0.0497035276952175
8,202.288284366557,411,"sv",5,"SV44","ma",0.0377936619466061
8,203.14789109116,411,"sv",6,"SV44","ma",0.042089949516551
8,201.299954261773,411,"sv",7,"SV44","ma",0.0328540189416738
8,200.482698959492,411,"sv",8,"SV44","ma",0.0287694024581492
8,194.148770106244,411,"sv",9,"SV44","ma",-0.00288737618520655
8,194.120907243727,411,"sv",10,"SV44","ma",-0.00302663390209691
9,207.313185565887,411,"sv",1,"SV214","ma",0.0629079612476415
9,195.467219572237,411,"sv",2,"SV214","ma",0.00370219307968907
9,180.721460888708,411,"sv",3,"SV214","ma",-0.0699966484116352
9,118.310992039158,411,"sv",4,"SV214","ma",-0.38192222307059
9,85.0085326322468,411,"sv",5,"SV214","ma",-0.548366875378828
9,85.7918046218892,411,"sv",6,"SV214","ma",-0.544452106430811
9,151.229740745153,411,"sv",7,"SV214","ma",-0.217395344864879
9,198.234780442717,411,"sv",8,"SV214","ma",0.0175343758983942
9,219.17258317043,411,"sv",9,"SV214","ma",0.122180860187462
9,236.361426980417,411,"sv",10,"SV214","ma",0.208090164860022
10,225.157365834905,411,"sv",1,"SV22","ma",0.152092617080774
10,202.933583211036,411,"sv",2,"SV22","ma",0.0410188454230562
10,189.078007310425,411,"sv",3,"SV22","ma",-0.0282308903135506
10,184.585805287333,411,"sv",4,"SV22","ma",-0.0506827757642916
10,180.74614809339,411,"sv",5,"SV22","ma",-0.0698732625334474
10,176.12464971276,411,"sv",6,"SV22","ma",-0.0929713671421218
10,174.504255391878,411,"sv",7,"SV22","ma",-0.101070047364083
10,176.235170306814,411,"sv",8,"SV22","ma",-0.092418988663842
10,178.294684354157,411,"sv",9,"SV22","ma",-0.0821256017597234
10,177.965962497306,411,"sv",10,"SV22","ma",-0.0837685433365361
11,187.251187386183,411,"sv",1,"SV415","ma",-0.0373612792558473
11,194.595219018577,411,"sv",2,"SV415","ma",-0.000656038460901975
11,156.86129987643,411,"sv",3,"SV415","ma",-0.18924898816174
11,90.2696323344998,411,"sv",4,"SV415","ma",-0.522072063335045
11,88.5459185869809,411,"sv",5,"SV415","ma",-0.530687130825381
11,172.210402734569,411,"sv",6,"SV415","ma",-0.112534651324019
11,210.939313368235,411,"sv",7,"SV415","ma",0.0810312347846672
11,251.668935751899,411,"sv",8,"SV415","ma",0.28459661575133
11,256.466944252778,411,"sv",9,"SV415","ma",0.308576912429808
11,258.331547193219,411,"sv",10,"SV415","ma",0.317896139707368
12,227.275273043302,411,"sv",1,"SV21","ma",0.162677851180618
12,196.842561665373,411,"sv",2,"SV21","ma",0.0105761099186763
12,191.352224477763,411,"sv",3,"SV21","ma",-0.0168644239194055
12,173.189701634295,411,"sv",4,"SV21","ma",-0.10764014599998
12,143.861078383451,411,"sv",5,"SV21","ma",-0.254223689275853
12,120.908132799766,411,"sv",6,"SV21","ma",-0.368941794639976
12,98.3415039213396,411,"sv",7,"SV21","ma",-0.481729101173233
12,87.0863989511033,411,"sv",8,"SV21","ma",-0.537981764394705
12,86.9182590672554,411,"sv",9,"SV21","ma",-0.53882212228432
12,83.9439973279062,411,"sv",10,"SV21","ma",-0.553687389591783
13,174.742322692419,411,"sv",1,"SV35","ma",-0.0998801944291901
13,209.402966976151,411,"sv",2,"SV35","ma",0.0733526234865932
13,198.992702550666,411,"sv",3,"SV35","ma",0.0213224469292118
13,196.447584953133,411,"sv",4,"SV35","ma",0.00860202864331662
13,202.268400096084,411,"sv",5,"SV35","ma",0.0376942809836312
13,214.608226335505,411,"sv",6,"SV35","ma",0.0993683472400829
13,231.725944775537,411,"sv",7,"SV35","ma",0.184922169534364
13,256.064601514983,411,"sv",8,"SV35","ma",0.306566015988715
13,265.874648871126,411,"sv",9,"SV35","ma",0.355596326374192
13,265.171956921196,411,"sv",10,"SV35","ma",0.352084293948695
14,225.909760689185,411,"sv",1,"SV415","ma",0.155853063070331
14,190.995760732204,411,"sv",2,"SV415","ma",-0.0186460185897905
14,179.948697841016,411,"sv",3,"SV415","ma",-0.073858893995905
14,181.384919352356,411,"sv",4,"SV415","ma",-0.0666807037255786
14,182.481986684089,411,"sv",5,"SV415","ma",-0.0611975954554708
14,184.938853202659,411,"sv",6,"SV415","ma",-0.0489182533067574
14,197.511625288232,411,"sv",7,"SV415","ma",0.0139200690154545
14,224.923110434219,411,"sv",8,"SV415","ma",0.150921815902335
14,250.533724405826,411,"sv",9,"SV415","ma",0.278922864888523
14,250.781812425621,411,"sv",10,"SV415","ma",0.280162801065373
15,229.810212777105,411,"sv",1,"SV22","ma",0.175347400821379
15,197.655390202978,411,"sv",2,"SV22","ma",0.0146386015705661
15,189.626937069366,411,"sv",3,"SV22","ma",-0.025487356517674
15,188.661393909786,411,"sv",4,"SV22","ma",-0.0303131110819621
15,187.116377043721,411,"sv",5,"SV22","ma",-0.0380350571382705
15,183.898015942435,411,"sv",6,"SV22","ma",-0.0541203254351454
15,178.241661015705,411,"sv",7,"SV22","ma",-0.0823906107497522
15,177.497628340262,411,"sv",8,"SV22","ma",-0.0861092628305778
15,177.296615179444,411,"sv",9,"SV22","ma",-0.0871139203320803
15,175.827336957116,411,"sv",10,"SV22","ma",-0.0944573270117918
16,198.22593992927,411,"sv",1,"SV44","ma",0.0174901912882144
16,210.013816006436,411,"sv",2,"SV44","ma",0.0764056278673345
16,205.457821905105,411,"sv",3,"SV44","ma",0.0536349116013441
16,207.188451698625,411,"sv",4,"SV44","ma",0.0622845452736525
16,209.155317441336,411,"sv",5,"SV44","ma",0.0721148788439886
16,208.622359895623,411,"sv",6,"SV44","ma",0.0694511736711232
16,207.663991519796,411,"sv",7,"SV44","ma",0.0646612784520165
16,206.01463925366,411,"sv",8,"SV44","ma",0.0564178673238291
16,203.169212853033,411,"sv",9,"SV44","ma",0.0421965150166582
16,204.534138908656,411,"sv",10,"SV44","ma",0.0490183728253773
17,205.295498063888,411,"sv",1,"SV21","ma",0.0528236221112018
17,192.484118713033,411,"sv",2,"SV21","ma",-0.0112072518728252
17,187.473336187936,411,"sv",3,"SV21","ma",-0.0362509864808726
17,199.363707896591,411,"sv",4,"SV21","ma",0.0231767200641924
17,194.479640182222,411,"sv",5,"SV21","ma",-0.00123369787626947
17,179.632592299069,411,"sv",6,"SV21","ma",-0.0754387796247482
17,164.963444386738,411,"sv",7,"SV21","ma",-0.14875472287365
17,161.983788916771,411,"sv",8,"SV21","ma",-0.163646947878335
17,155.899644525729,411,"sv",9,"SV21","ma",-0.194055311578642
17,109.73247276957,411,"sv",10,"SV21","ma",-0.424797394531645
18,155.307435440306,411,"sv",1,"SV214","ma",-0.197015154096955
18,188.223009143971,411,"sv",2,"SV214","ma",-0.0325041444537551
18,173.959740085941,411,"sv",3,"SV214","ma",-0.103791517861676
18,162.609995581686,411,"sv",4,"SV214","ma",-0.160517186519229
18,133.125265305414,411,"sv",5,"SV214","ma",-0.307880947834038
18,84.9914006169368,411,"sv",6,"SV214","ma",-0.548452500656432
18,132.05772229368,411,"sv",7,"SV214","ma",-0.313216494474635
18,196.013057704826,411,"sv",8,"SV214","ma",0.00643027502358815
18,221.744196078209,411,"sv",9,"SV214","ma",0.135033701206701
18,233.666265345752,411,"sv",10,"SV214","ma",0.194619831161387
19,220.517734106818,411,"sv",1,"SV35","ma",0.128903882567686
19,204.819851547973,411,"sv",2,"SV35","ma",0.0504463556758375
19,190.002416443285,411,"sv",3,"SV35","ma",-0.0236107223304754
19,192.889005733109,411,"sv",4,"SV35","ma",-0.00918363918832783
19,204.036885555655,411,"sv",5,"SV35","ma",0.0465331160928917
19,217.231888922558,411,"sv",6,"SV35","ma",0.112481330931175
19,234.921338167607,411,"sv",7,"SV35","ma",0.200892645937697
19,254.632280925867,411,"sv",8,"SV35","ma",0.299407322405865
19,267.137483445246,411,"sv",9,"SV35","ma",0.361907934145979
19,265.951217838151,411,"sv",10,"SV35","ma",0.355979015680659
20,198.372180358898,411,"sv",1,"SV415","ma",0.0182210963894115
20,189.64690269863,411,"sv",2,"SV415","ma",-0.0253875689260048
20,178.162903659157,411,"sv",3,"SV415","ma",-0.0827842375587254
20,177.251465621551,411,"sv",4,"SV415","ma",-0.0873395764127191
20,177.073347304522,411,"sv",5,"SV415","ma",-0.0882298061998174
20,176.54776824947,411,"sv",6,"SV415","ma",-0.0908566339067353
20,184.286895113829,411,"sv",7,"SV415","ma",-0.0521767194785446
20,204.980960268526,411,"sv",8,"SV415","ma",0.0512515720308381
20,228.516990363471,411,"sv",9,"SV415","ma",0.168883915576503
20,237.541516489493,411,"sv",10,"SV415","ma",0.213988215380279
21,208.955686358922,411,"sv",1,"SV214","ma",0.0711171289271942
21,190.969376012475,411,"sv",2,"SV214","ma",-0.0187778885951815
21,177.758036936471,411,"sv",3,"SV214","ma",-0.0848077487975014
21,174.059168520876,411,"sv",4,"SV214","ma",-0.10329457764834
21,172.417011156758,411,"sv",5,"SV214","ma",-0.111502028880887
21,176.648587521904,411,"sv",6,"SV214","ma",-0.0903527423310036
21,187.223339799356,411,"sv",7,"SV214","ma",-0.0375004606253212
21,205.203195929032,411,"sv",8,"SV214","ma",0.0523622989231545
21,227.734955459172,411,"sv",9,"SV214","ma",0.164975329542405
21,232.792804201186,411,"sv",10,"SV214","ma",0.190254299633049
22,203.494022212057,411,"sv",1,"SV21","ma",0.0438199020514923
22,186.02411095132,411,"sv",2,"SV21","ma",-0.0434941689641101
22,175.33600201348,411,"sv",3,"SV21","ma",-0.0969130037190632
22,148.376535671102,411,"sv",4,"SV21","ma",-0.231655574738949
22,112.526431164102,411,"sv",5,"SV21","ma",-0.410833277711942
22,89.4914894578357,411,"sv",6,"SV21","ma",-0.525961197136544
22,89.2299789032724,411,"sv",7,"SV21","ma",-0.52726821872307
22,90.6248400070134,411,"sv",8,"SV21","ma",-0.520296746478523
22,91.9858902488526,411,"sv",9,"SV21","ma",-0.513494259866079
22,93.3469404906918,411,"sv",10,"SV21","ma",-0.506691773253635
23,158.45154514168,411,"sv",1,"SV22","ma",-0.181300991978482
23,196.029225475508,411,"sv",2,"SV22","ma",0.0065110810366461
23,183.275820471505,411,"sv",3,"SV22","ma",-0.0572300389719523
23,177.223288676175,411,"sv",4,"SV22","ma",-0.0874804039059341
23,172.975433101285,411,"sv",5,"SV22","ma",-0.108711053437826
23,171.90877472678,411,"sv",6,"SV22","ma",-0.114042178689174
23,171.039046631756,411,"sv",7,"SV22","ma",-0.118389052552459
23,168.09989997515,411,"sv",8,"SV22","ma",-0.133078815772776
23,163.841422338212,411,"sv",9,"SV22","ma",-0.15436255403913
23,166.537079424933,411,"sv",10,"SV22","ma",-0.140889744086587
24,186.50753837119,411,"sv",1,"SV44","ma",-0.0410780138137223
24,197.342780867907,411,"sv",2,"SV44","ma",0.0130761898745255
24,196.407047686097,411,"sv",3,"SV44","ma",0.0083994246483732
24,201.936467828345,411,"sv",4,"SV44","ma",0.036035293873442
24,204.443241780757,411,"sv",5,"SV44","ma",0.0485640718182322
24,206.15884801601,411,"sv",6,"SV44","ma",0.0571386182154052
24,204.460322934094,411,"sv",7,"SV44","ma",0.0486494428892854
24,204.184469803658,411,"sv",8,"SV44","ma",0.0472707375563668
24,204.994920196152,411,"sv",9,"SV44","ma",0.0513213433132422
24,204.558943258588,411,"sv",10,"SV44","ma",0.0491423441918692
25,206.503736170182,411,"sv",1,"SV44","mi",0.0588623584414672
25,202.337702759064,411,"sv",2,"SV44","mi",0.0380406535293623
25,201.786860907412,411,"sv",3,"SV44","mi",0.0352875631538201
25,203.466031449057,411,"sv",4,"SV44","mi",0.0436800050919752
25,203.565449100575,411,"sv",5,"SV44","mi",0.0441768914101306
25,205.911314543383,411,"sv",6,"SV44","mi",0.0559014536479917
25,206.458100097643,411,"sv",7,"SV44","mi",0.058634270775819
25,205.337676313819,411,"sv",8,"SV44","mi",0.0530344276874197
25,205.835651323165,411,"sv",9,"SV44","mi",0.0555232912357819
25,206.087501845565,411,"sv",10,"SV44","mi",0.0567820322831754
26,213.915400276231,411,"sv",1,"SV35","mi",0.0959056242280352
26,200.840019152366,411,"sv",2,"SV35","mi",0.030555277625475
26,199.66381144384,411,"sv",3,"SV35","mi",0.0246766282231647
26,202.549645854735,411,"sv",4,"SV35","mi",0.039099938503992
26,212.203561761119,411,"sv",5,"SV35","mi",0.0873499087784907
26,223.897068058296,411,"sv",6,"SV35","mi",0.145793688143742
26,246.973064138515,411,"sv",7,"SV35","mi",0.261126796047514
26,268.766286228029,411,"sv",8,"SV35","mi",0.370048639597981
26,309.739414449925,411,"sv",9,"SV35","mi",0.574831055141111
26,317.501837405731,411,"sv",10,"SV35","mi",0.613627402706975
27,245.162487303238,411,"sv",1,"SV214","mi",0.2520775895567
27,181.92374648141,411,"sv",2,"SV214","mi",-0.0639876625584469
27,172.212263198479,411,"sv",3,"SV214","mi",-0.112525352783489
27,100.090304578216,411,"sv",4,"SV214","mi",-0.472988650093219
27,84.0027648300951,411,"sv",5,"SV214","mi",-0.55339367145075
27,151.1316264409,411,"sv",6,"SV214","mi",-0.217885717094098
27,175.228744225657,411,"sv",7,"SV214","mi",-0.0974490747936771
27,196.051206442677,411,"sv",8,"SV214","mi",0.00662094122424234
27,240.099823001754,411,"sv",9,"SV214","mi",0.226774551450187
27,257.012341579373,411,"sv",10,"SV214","mi",0.311302791239109
28,232.741555449998,411,"sv",1,"SV21","mi",0.189998159974758
28,194.822825808606,411,"sv",2,"SV21","mi",0.000481533169062544
28,181.020915682847,411,"sv",3,"SV21","mi",-0.0684999827004458
28,158.330121694867,411,"sv",4,"SV21","mi",-0.18190786257443
28,145.345847727052,411,"sv",5,"SV21","mi",-0.246802858455707
28,129.13951386205,411,"sv",6,"SV21","mi",-0.32780160910028
28,126.99483032657,411,"sv",7,"SV21","mi",-0.338520670446846
28,136.896854944942,411,"sv",8,"SV21","mi",-0.289030660576567
28,143.145620207515,411,"sv",9,"SV21","mi",-0.25779952690033
28,146.123968124986,411,"sv",10,"SV21","mi",-0.242913837002198
29,205.468933322205,411,"sv",1,"SV22","mi",0.0536904461170724
29,201.061785592653,411,"sv",2,"SV22","mi",0.0316636593697868
29,190.339755622796,411,"sv",3,"SV22","mi",-0.0219247116440682
29,184.20730751216,411,"sv",4,"SV22","mi",-0.0525744958267129
29,180.374393332006,411,"sv",5,"SV22","mi",-0.0717312812234872
29,178.963179323005,411,"sv",6,"SV22","mi",-0.0787844847779397
29,182.375875610683,411,"sv",7,"SV22","mi",-0.0617279352872328
29,186.71911445118,411,"sv",8,"SV22","mi",-0.0400205631720043
29,165.182577692099,411,"sv",9,"SV22","mi",-0.147659501455487
29,94.1922406942772,411,"sv",10,"SV22","mi",-0.502466989229045
30,156.280304428095,411,"sv",1,"SV415","mi",-0.192152785272013
30,182.528318827275,411,"sv",2,"SV415","mi",-0.06096602885046
30,192.478729554591,411,"sv",3,"SV415","mi",-0.0112341867184484
30,213.861165264598,411,"sv",4,"SV415","mi",0.0956345593332843
30,234.463160195283,411,"sv",5,"SV415","mi",0.198602686737782
30,206.179401735296,411,"sv",6,"SV415","mi",0.0572413450626449
30,187.102650452154,411,"sv",7,"SV415","mi",-0.0381036622143355
30,211.45961653481,411,"sv",8,"SV415","mi",0.0836316937657051
30,238.983596350915,411,"sv",9,"SV415","mi",0.221195685501399
30,247.415901879086,411,"sv",10,"SV415","mi",0.263340085248101
31,210.306815197179,411,"sv",1,"SV21","mi",0.0778700286743081
31,104.450869375829,411,"sv",2,"SV21","mi",-0.451194683385297
31,88.1544258552524,411,"sv",3,"SV21","mi",-0.532643799274925
31,83.028906891869,411,"sv",4,"SV21","mi",-0.558260983019096
31,137.446178709638,411,"sv",5,"SV21","mi",-0.286285157552234
31,234.053697383513,411,"sv",6,"SV21","mi",0.196556204389269
31,324.89446247954,411,"sv",7,"SV21","mi",0.650575512004873
31,325.132120962315,411,"sv",8,"SV21","mi",0.651763321681337
31,212.842500516287,411,"sv",9,"SV21","mi",0.0905433047271418
31,135.729741010861,411,"sv",10,"SV21","mi",-0.294863859578138
32,195.001787221929,411,"sv",1,"SV22","mi",0.00137597672510973
32,187.92620699626,411,"sv",2,"SV22","mi",-0.0339875523209191
32,182.506161609688,411,"sv",3,"SV22","mi",-0.0610767699321432
32,178.106765824517,411,"sv",4,"SV22","mi",-0.0830648127034573
32,174.297469649805,411,"sv",5,"SV22","mi",-0.102103556046464
32,169.904342202135,411,"sv",6,"SV22","mi",-0.124060269862664
32,166.785021983242,411,"sv",7,"SV22","mi",-0.139650534921704
32,165.417732115033,411,"sv",8,"SV22","mi",-0.146484206991927
32,161.802834147444,411,"sv",9,"SV22","mi",-0.164551354165451
32,162.323382678474,411,"sv",10,"SV22","mi",-0.161949668860525
33,190.769302417769,411,"sv",1,"SV44","mi",-0.0197778501745933
33,207.559184221746,411,"sv",2,"SV44","mi",0.0641374548487749
33,204.630392969574,411,"sv",3,"SV44","mi",0.0494994476164901
33,202.98708790087,411,"sv",4,"SV44","mi",0.0412862601922592
33,203.47850274357,411,"sv",5,"SV44","mi",0.0437423362325586
33,203.624356859724,411,"sv",6,"SV44","mi",0.04447131055107
33,200.714663467857,411,"sv",7,"SV44","mi",0.0299287538282988
33,196.778403825292,411,"sv",8,"SV44","mi",0.0102554510371647
33,196.721238318574,411,"sv",9,"SV44","mi",0.0099697396194704
33,195.66397438887,411,"sv",10,"SV44","mi",0.00468556750991865
34,192.816832101924,411,"sv",1,"SV415","mi",-0.00954436074350442
34,184.200447368327,411,"sv",2,"SV415","mi",-0.0526087826113944
34,168.013628328868,411,"sv",3,"SV415","mi",-0.133509998767219
34,152.846726669323,411,"sv",4,"SV415","mi",-0.209313699703261
34,157.059714620349,411,"sv",5,"SV415","mi",-0.188257317466768
34,165.3820997712,411,"sv",6,"SV415","mi",-0.146662296333848
34,188.561867407964,411,"sv",7,"SV415","mi",-0.0308105414305375
34,226.849105910185,411,"sv",8,"SV415","mi",0.160547881155581
34,256.581696064385,411,"sv",9,"SV415","mi",0.309150438401307
34,253.333072839098,411,"sv",10,"SV415","mi",0.292913920953557
35,232.03200639941,411,"sv",1,"SV35","mi",0.186451855974274
35,201.4456373009,411,"sv",2,"SV35","mi",0.0335821382225451
35,194.364803280628,411,"sv",3,"SV35","mi",-0.00180764912487024
35,195.704887479543,411,"sv",4,"SV35","mi",0.00489004985966569
35,204.427182942874,411,"sv",5,"SV35","mi",0.0484838102479029
35,221.127550585544,411,"sv",6,"SV35","mi",0.131951726287973
35,243.862242230907,411,"sv",7,"SV35","mi",0.24557900528293
35,263.45200031138,411,"sv",8,"SV35","mi",0.343488004515289
35,293.143266016209,411,"sv",9,"SV35","mi",0.491884023453342
35,287.4208968004,411,"sv",10,"SV35","mi",0.463283800783091
36,226.999128037217,411,"sv",1,"SV214","mi",0.161297687062321
36,181.162908472476,411,"sv",2,"SV214","mi",-0.0677903071713404
36,157.012915347921,411,"sv",3,"SV214","mi",-0.188491218769143
36,160.30133619033,411,"sv",4,"SV214","mi",-0.172055794073618
36,167.736859404812,411,"sv",5,"SV214","mi",-0.134893281208057
36,165.47328821706,411,"sv",6,"SV214","mi",-0.146206539328631
36,173.792044344945,411,"sv",7,"SV214","mi",-0.104629655939187
36,196.760534896337,411,"sv",8,"SV214","mi",0.0101661426881708
36,236.614253408601,411,"sv",9,"SV214","mi",0.209353783454051
36,254.947909210438,411,"sv",10,"SV214","mi",0.300984822717244
37,223.065833567563,411,"sv",1,"SV35","mi",0.141639204112814
37,205.013924029225,411,"sv",2,"SV35","mi",0.05141632387758
37,201.140603098052,411,"sv",3,"SV35","mi",0.0320575868008408
37,206.705683944291,411,"sv",4,"SV35","mi",0.0598716871110153
37,218.015515902396,411,"sv",5,"SV35","mi",0.116397874109106
37,234.497991960126,411,"sv",6,"SV35","mi",0.198776774810911
37,257.876862155464,411,"sv",7,"SV35","mi",0.315623638085362
37,277.898337636616,411,"sv",8,"SV35","mi",0.415690347406739
37,315.795410174492,411,"sv",9,"SV35","mi",0.605098732685264
37,314.678829356883,411,"sv",10,"SV35","mi",0.599518096622019
38,239.797458567733,411,"sv",1,"SV415","mi",0.225263343449717
38,177.736476047902,411,"sv",2,"SV415","mi",-0.0849155094453681
38,154.144054213744,411,"sv",3,"SV415","mi",-0.202829697142892
38,90.4662314099298,411,"sv",4,"SV415","mi",-0.521089467294487
38,84.383278583999,411,"sv",5,"SV415","mi",-0.551491875589573
38,161.939327515975,411,"sv",6,"SV415","mi",-0.163869164571287
38,208.273570015332,411,"sv",7,"SV415","mi",0.0677079327397464
38,252.779714803234,411,"sv",8,"SV415","mi",0.290148254767889
38,252.957180434347,411,"sv",9,"SV415","mi",0.291035222451156
38,261.493913598664,411,"sv",10,"SV415","mi",0.333701548262758
39,232.629158664673,411,"sv",1,"SV22","mi",0.189436404351086
39,190.675569738738,411,"sv",2,"SV22","mi",-0.0202463231777614
39,183.719685626168,411,"sv",3,"SV22","mi",-0.0550116147878105
39,181.04037765378,411,"sv",4,"SV22","mi",-0.0684027123773877
39,178.158809847527,411,"sv",5,"SV22","mi",-0.0828046983014335
39,170.123789027705,411,"sv",6,"SV22","mi",-0.122963481480287
39,164.651856380979,411,"sv",7,"SV22","mi",-0.15031202999768
39,160.586568273043,411,"sv",8,"SV22","mi",-0.170630213030065
39,161.123685695723,411,"sv",9,"SV22","mi",-0.167945716922006
39,159.72411243242,411,"sv",10,"SV22","mi",-0.174940740392914
40,177.960858018436,411,"sv",1,"SV214","mi",-0.0837940553625511
40,181.254750242255,411,"sv",2,"SV214","mi",-0.0673312848735783
40,169.591002268598,411,"sv",3,"SV214","mi",-0.125626333067023
40,154.918447031902,411,"sv",4,"SV214","mi",-0.198959306016718
40,160.178436954784,411,"sv",5,"SV214","mi",-0.172670040615578
40,170.29706947013,411,"sv",6,"SV214","mi",-0.122097431239404
40,194.815681929799,411,"sv",7,"SV214","mi",0.000445828285836253
40,238.049884759004,411,"sv",8,"SV214","mi",0.216529024118438
40,259.548218058267,411,"sv",9,"SV214","mi",0.323977022702584
40,254.546523435327,411,"sv",10,"SV214","mi",0.298978709145765
41,217.091880828341,411,"sv",1,"SV21","mi",0.111781574847771
41,191.556332638346,411,"sv",2,"SV21","mi",-0.0158442977057112
41,185.775005545011,411,"sv",3,"SV21","mi",-0.0447391900069845
41,162.777221849691,411,"sv",4,"SV21","mi",-0.15968139485307
41,136.583650791138,411,"sv",5,"SV21","mi",-0.290596045158061
41,112.825757075372,411,"sv",6,"SV21","mi",-0.409337256153312
41,89.5588828071522,411,"sv",7,"SV21","mi",-0.525624367280893
41,190.138120002463,411,"sv",8,"SV21","mi",-0.0229324801787936
41,236.815296993391,411,"sv",9,"SV21","mi",0.210358593013616
